,,Value,Symbol
Rural population,Guatemala,6592.165,X
Urban population,Guatemala,5616.683,X
GDP per capita,Guatemala,1701.761695,X
Total area of the country (excl. coastal water),Guinea,24586.0,X
Cultivated area (arable land + permanent crops),Guinea,3040.0,X
Total population,Guinea,8586.074,X
Rural population,Guinea,6266.378,X
Urban population,Guinea,2870.967,X
Gross Domestic Product (GDP),Guinea,4079549317.0,X
GDP per capita,Guinea,446.469879,X
"Agriculture, value added (% GDP)",Guinea,21.631608,X
Total area of the country (excl. coastal water),Guinea-Bissau,3613.0,X
Cultivated area (arable land + permanent crops),Guinea-Bissau,529.0,X
Total population,Guinea-Bissau,1254.453,X
Rural population,Guinea-Bissau,814.873,X
Urban population,Guinea-Bissau,478.65,X
Gross Domestic Product (GDP),Guinea-Bissau,408256132.0,X
GDP per capita,Guinea-Bissau,315.615673,X
"Agriculture, value added (% GDP)",Guinea-Bissau,42.538438,X
Total area of the country (excl. coastal water),Guyana,21497.0,X
Cultivated area (arable land + permanent crops),Guyana,478.0,X
Total population,Guyana,744.789,X
Rural population,Guyana,537.46,X
Urban population,Guyana,214.424,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Guyana,0.5292,I
GDP per capita,Guyana,1540.077335,X
Total area of the country (excl. coastal water),Haiti,2775.0,X
Cultivated area (arable land + permanent crops),Haiti,1180.0,X
Total population,Haiti,8754.15,X
Rural population,Haiti,5394.951,X
Urban population,Haiti,3439.782,X
Gross Domestic Product (GDP),Haiti,3214579360.0,X
GDP per capita,Haiti,363.85699,X
"Agriculture, value added (% GDP)",Haiti,20.959711,X
Total area of the country (excl. coastal water),Holy See,0.044,E
Total population,Holy See,0.792,X
Rural population,Holy See,0.0,X
Urban population,Holy See,0.792,X
Total area of the country (excl. coastal water),Honduras,11249.0,X
Cultivated area (arable land + permanent crops),Honduras,1428.0,X
Total population,Honduras,6929.265,X
Rural population,Honduras,3664.258,X
Urban population,Honduras,3198.899,X
Gross Domestic Product (GDP),Honduras,7860014778.0,X
GDP per capita,Honduras,1145.247701,X
"Agriculture, value added (% GDP)",Honduras,12.183439,X
Total area of the country (excl. coastal water),Hungary,9303.0,X
Cultivated area (arable land + permanent crops),Hungary,4786.0,X
Total population,Hungary,10167.283,X
Rural population,Hungary,3550.56,X
Urban population,Hungary,6617.312,X
Gross Domestic Product (GDP),Hungary,67602793217.0,X
GDP per capita,Hungary,6648.666822,X
"Agriculture, value added (% GDP)",Hungary,4.260795,X
Total area of the country (excl. coastal water),Iceland,10300.0,X
Cultivated area (arable land + permanent crops),Iceland,129.0,X
Total population,Iceland,285.329,X
Rural population,Iceland,20.939,X
Urban population,Iceland,264.39,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Iceland,0.1324,I
GDP per capita,Iceland,32575.221133,X
Total area of the country (excl. coastal water),India,328726.0,X
Cultivated area (arable land + permanent crops),India,170032.0,X
Total population,India,1093317.189,X
Rural population,India,782001.968,X
Urban population,India,307805.144,X
Gross Domestic Product (GDP),India,512774618109.0,X
GDP per capita,India,470.518693,X
"Agriculture, value added (% GDP)",India,19.040543,X
Total area of the country (excl. coastal water),Indonesia,191093.0,X
Cultivated area (arable land + permanent crops),Indonesia,37081.0,X
Total population,Indonesia,217357.793,X
Rural population,Indonesia,122744.187,X
Urban population,Indonesia,94763.872,X
Gross Domestic Product (GDP),Indonesia,208325002627.0,X
GDP per capita,Indonesia,957.780616,X
"Agriculture, value added (% GDP)",Indonesia,14.089146,X
Total area of the country (excl. coastal water),Iran (Islamic Republic of),174515.0,X
Cultivated area (arable land + permanent crops),Iran (Islamic Republic of),17444.0,X
Total population,Iran (Islamic Republic of),67284.796,X
Rural population,Iran (Islamic Republic of),23475.745,X
Urban population,Iran (Islamic Republic of),44507.585,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Iran (Islamic Republic of),0.584,I
Gross Domestic Product (GDP),Iran (Islamic Republic of),150050109595.0,X
GDP per capita,Iran (Islamic Republic of),2207.160338,X
"Agriculture, value added (% GDP)",Iran (Islamic Republic of),7.38822,X
Total area of the country (excl. coastal water),Iraq,43832.0,X
Cultivated area (arable land + permanent crops),Iraq,4840.0,X
Total population,Iraq,24931.919,X
Rural population,Iraq,7829.905,X
Urban population,Iraq,17109.394,X
Gross Domestic Product (GDP),Iraq,24390082339.0,X
GDP per capita,Iraq,977.977863,X
"Agriculture, value added (% GDP)",Iraq,7.359221,X
Total area of the country (excl. coastal water),Ireland,7028.0,X
Cultivated area (arable land + permanent crops),Ireland,1179.0,X
Total population,Ireland,3907.998,X
Rural population,Ireland,1604.488,X
Urban population,Ireland,2371.8,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Ireland,0.2004,I
GDP per capita,Ireland,32179.605831,X
Total area of the country (excl. coastal water),Israel,2207.0,X
Cultivated area (arable land + permanent crops),Israel,433.0,X
Total population,Israel,6169.313,X
Rural population,Israel,540.933,X
Urban population,Israel,5698.352,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Israel,0.1836,I
Gross Domestic Product (GDP),Israel,121123190240.0,X
GDP per capita,Israel,19412.992072,X
Total area of the country (excl. coastal water),Italy,30134.0,X
Cultivated area (arable land + permanent crops),Italy,10894.0,X
Total population,Italy,57182.519,X
Rural population,Italy,18853.502,X
Urban population,Italy,38948.261,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Italy,0.1804,I
Gross Domestic Product (GDP),Italy,1270770111571.0,X
GDP per capita,Italy,21984.971489,X
"Agriculture, value added (% GDP)",Italy,2.371382,X
Total area of the country (excl. coastal water),Jamaica,1099.0,X
Cultivated area (arable land + permanent crops),Jamaica,245.0,X
Total population,Jamaica,2692.845,X
Rural population,Jamaica,1287.06,X
Urban population,Jamaica,1408.386,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Jamaica,0.4602,I
Gross Domestic Product (GDP),Jamaica,9719001964.0,X
GDP per capita,Jamaica,3605.711991,X
"Agriculture, value added (% GDP)",Jamaica,5.544521,X
Total area of the country (excl. coastal water),Japan,37789.0,X
Cultivated area (arable land + permanent crops),Japan,4763.0,X
Total population,Japan,127893.078,X
Rural population,Japan,23473.865,X
Urban population,Japan,104428.752,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Japan,0.1412,I
Gross Domestic Product (GDP),Japan,4115115650038.0,X
GDP per capita,Japan,32173.819008,X
"Agriculture, value added (% GDP)",Japan,1.392111,X
Total area of the country (excl. coastal water),Jordan,8878.0,X
Cultivated area (arable land + permanent crops),Jordan,283.0,X
Total population,Jordan,5317.506,X
Rural population,Jordan,1147.614,X
Urban population,Jordan,4139.874,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Jordan,0.6122,I
GDP per capita,Jordan,1831.211668,X
Total area of the country (excl. coastal water),Kazakhstan,272490.0,X
Cultivated area (arable land + permanent crops),Kazakhstan,28468.9,X
Total population,Kazakhstan,14976.188,X
Rural population,Kazakhstan,6609.578,X
Urban population,Kazakhstan,8496.067,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kazakhstan,0.3918,I
Gross Domestic Product (GDP),Kazakhstan,24636596624.0,X
GDP per capita,Kazakhstan,1630.952973,X
"Agriculture, value added (% GDP)",Kazakhstan,7.995891,X
Total area of the country (excl. coastal water),Kenya,58037.0,X
Cultivated area (arable land + permanent crops),Kenya,5518.0,X
Total population,Kenya,33751.739,X
Rural population,Kenya,26374.762,X
Urban population,Kenya,6839.247,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kenya,0.666,I
Gross Domestic Product (GDP),Kenya,15092273297.0,X
GDP per capita,Kenya,454.39481,X
"Agriculture, value added (% GDP)",Kenya,22.281041,X
Total area of the country (excl. coastal water),Kiribati,81.0,X
Cultivated area (arable land + permanent crops),Kiribati,34.0,X
Total population,Kiribati,87.305,X
Rural population,Kiribati,49.355,X
Urban population,Kiribati,37.988,X
Gross Domestic Product (GDP),Kiribati,73728349.0,X
GDP per capita,Kiribati,844.124307,X
"Agriculture, value added (% GDP)",Kiribati,21.816466,X
Total area of the country (excl. coastal water),Kuwait,1782.0,X
Cultivated area (arable land + permanent crops),Kuwait,15.0,X
Total population,Kuwait,2136.997,X
Rural population,Kuwait,0.0,X
Urban population,Kuwait,2143.833,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kuwait,0.4978,I
Gross Domestic Product (GDP),Kuwait,38135756834.0,X
GDP per capita,Kuwait,17788.585601,X
"Agriculture, value added (% GDP)",Kuwait,0.517688,X
Total area of the country (excl. coastal water),Kyrgyzstan,19995.0,X
Cultivated area (arable land + permanent crops),Kyrgyzstan,1411.0,X
Total population,Kyrgyzstan,4991.483,X
Rural population,Kyrgyzstan,3229.231,X
Urban population,Kyrgyzstan,1761.456,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kyrgyzstan,0.5644,I
Gross Domestic Product (GDP),Kyrgyzstan,1605696848.0,X
GDP per capita,Kyrgyzstan,321.73864,X
"Agriculture, value added (% GDP)",Kyrgyzstan,34.397067,X
Total area of the country (excl. coastal water),Lao People's Democratic Republic,23680.0,X
Cultivated area (arable land + permanent crops),Lao People's Democratic Republic,1096.0,X
Total population,Lao People's Democratic Republic,5493.246,X
Rural population,Lao People's Democratic Republic,4175.525,X
Urban population,Lao People's Democratic Republic,1321.748,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Lao People's Democratic Republic,0.5896,I
Gross Domestic Product (GDP),Lao People's Democratic Republic,1906867796.0,X
GDP per capita,Lao People's Democratic Republic,346.875223,X
"Agriculture, value added (% GDP)",Lao People's Democratic Republic,30.784993,X
Total area of the country (excl. coastal water),Latvia,6456.0,X
Cultivated area (arable land + permanent crops),Latvia,985.0,X
Total population,Latvia,2332.53,X
Rural population,Latvia,749.886,X
Urban population,Latvia,1582.606,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Latvia,0.2656,I
GDP per capita,Latvia,4085.70217,X
Total area of the country (excl. coastal water),Lebanon,1045.0,X
Cultivated area (arable land + permanent crops),Lebanon,271.0,X
Total population,Lebanon,4182.205,X
Rural population,Lebanon,484.74,X
Urban population,Lebanon,3038.097,X
Gross Domestic Product (GDP),Lebanon,18712361081.0,X
GDP per capita,Lebanon,5311.730597,X
"Agriculture, value added (% GDP)",Lebanon,4.098596,X
Total area of the country (excl. coastal water),Lesotho,3036.0,X
Cultivated area (arable land + permanent crops),Lesotho,304.0,X
Total population,Lesotho,2029.829,X
Rural population,Lesotho,1510.496,X
Urban population,Lesotho,391.816,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Lesotho,0.5928,I
GDP per capita,Lesotho,393.503601,X
Total area of the country (excl. coastal water),Liberia,11137.0,X
Cultivated area (arable land + permanent crops),Liberia,610.0,X
Total population,Liberia,3024.729,X
Rural population,Liberia,1684.052,X
Urban population,Liberia,1378.811,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Liberia,0.6828,I
Gross Domestic Product (GDP),Liberia,686682868.0,X
GDP per capita,Liberia,224.196403,X
"Agriculture, value added (% GDP)",Liberia,76.33452,X
Total area of the country (excl. coastal water),Libya,175954.0,X
Cultivated area (arable land + permanent crops),Libya,2150.0,X
Total population,Libya,5531.089,X
Rural population,Libya,1291.813,X
Urban population,Libya,4235.702,X
Gross Domestic Product (GDP),Libya,21912650459.0,X
GDP per capita,Libya,3964.286023,X
"Agriculture, value added (% GDP)",Libya,4.649774,X
Total area of the country (excl. coastal water),Liechtenstein,16.0,X
Total population,Liechtenstein,33.879,X
Rural population,Liechtenstein,28.947,X
Urban population,Liechtenstein,5.071,X
Gross Domestic Product (GDP),Liechtenstein,2973606261.0,X
GDP per capita,Liechtenstein,87412.730359,X
Total area of the country (excl. coastal water),Lithuania,6530.0,X
Cultivated area (arable land + permanent crops),Lithuania,1682.0,X
Total population,Lithuania,3444.763,X
Rural population,Lithuania,1142.699,X
Urban population,Lithuania,2302.055,X
GDP per capita,Lithuania,4144.097841,X
Total area of the country (excl. coastal water),Luxembourg,259.0,X
Cultivated area (arable land + permanent crops),Luxembourg,63.0,X
Total population,Luxembourg,443.726,X
Rural population,Luxembourg,65.234,X
Urban population,Luxembourg,378.492,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Luxembourg,0.1718,I
Gross Domestic Product (GDP),Luxembourg,23617403075.0,X
GDP per capita,Luxembourg,53225.195448,X
"Agriculture, value added (% GDP)",Luxembourg,0.720096,X
Total area of the country (excl. coastal water),Madagascar,58704.0,X
Cultivated area (arable land + permanent crops),Madagascar,3550.0,X
Total population,Madagascar,16765.117,X
Rural population,Madagascar,12127.427,X
Urban population,Madagascar,4637.69,X
Gross Domestic Product (GDP),Madagascar,5104912870.0,X
GDP per capita,Madagascar,304.496108,X
"Agriculture, value added (% GDP)",Madagascar,34.71894,X
Total area of the country (excl. coastal water),Malawi,11848.0,X
Cultivated area (arable land + permanent crops),Malawi,2980.0,X
Total population,Malawi,11713.664,X
Rural population,Malawi,10237.35,X
Urban population,Malawi,1776.361,X
Gross Domestic Product (GDP),Malawi,3495601873.0,X
GDP per capita,Malawi,290.967701,X
"Agriculture, value added (% GDP)",Malawi,38.818358,X
Total area of the country (excl. coastal water),Malaysia,33080.0,X
Cultivated area (arable land + permanent crops),Malaysia,6752.5,X
Total population,Malaysia,24208.391,X
Rural population,Malaysia,8746.392,X
Urban population,Malaysia,15452.419,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Malaysia,0.302,I
Gross Domestic Product (GDP),Malaysia,100845526316.0,X
GDP per capita,Malaysia,4167.375261,X
"Agriculture, value added (% GDP)",Malaysia,8.985081,X
Total area of the country (excl. coastal water),Maldives,30.0,X
Cultivated area (arable land + permanent crops),Maldives,11.0,X
Total population,Maldives,294.186,X
Rural population,Maldives,205.915,X
Urban population,Maldives,88.426,X
Gross Domestic Product (GDP),Maldives,913325489.0,X
GDP per capita,Maldives,3102.950282,X
"Agriculture, value added (% GDP)",Maldives,6.011581,X
Total area of the country (excl. coastal water),Mali,124019.0,X
Cultivated area (arable land + permanent crops),Mali,5045.0,X
Total population,Mali,11616.887,X
Rural population,Mali,8169.81,X
Urban population,Mali,3469.119,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Mali,0.7066,I
Gross Domestic Product (GDP),Mali,3889758004.0,X
GDP per capita,Mali,334.2024,X
"Agriculture, value added (% GDP)",Mali,32.17801,X
Total area of the country (excl. coastal water),Malta,32.0,X
Cultivated area (arable land + permanent crops),Malta,10.0,X
Total population,Malta,398.718,X
Rural population,Malta,28.474,X
Urban population,Malta,372.829,X
Gross Domestic Product (GDP),Malta,4467144087.0,X
GDP per capita,Malta,11131.599034,X
"Agriculture, value added (% GDP)",Malta,2.216263,X
Total area of the country (excl. coastal water),Marshall Islands,18.0,X
Cultivated area (arable land + permanent crops),Marshall Islands,9.0,X
Total population,Marshall Islands,52.37,X
Rural population,Marshall Islands,15.847,X
Urban population,Marshall Islands,36.311,X
Gross Domestic Product (GDP),Marshall Islands,124942059.0,X
GDP per capita,Marshall Islands,2395.453411,X
"Agriculture, value added (% GDP)",Marshall Islands,8.952587,X
Total area of the country (excl. coastal water),Mauritania,103070.0,X
Cultivated area (arable land + permanent crops),Mauritania,412.0,X
Total population,Mauritania,2778.099,X
Rural population,Mauritania,1738.864,X
Urban population,Mauritania,1134.364,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Mauritania,0.7406,I
GDP per capita,Mauritania,592.611716,X
Total area of the country (excl. coastal water),Mauritius,204.0,X
Cultivated area (arable land + permanent crops),Mauritius,93.0,X
Total population,Mauritius,1201.812,X
Rural population,Mauritius,691.683,X
Urban population,Mauritius,510.129,X
Gross Domestic Product (GDP),Mauritius,5055097840.0,X
GDP per capita,Mauritius,4206.230126,X
"Agriculture, value added (% GDP)",Mauritius,4.971582,X
Total area of the country (excl. coastal water),Mexico,196438.0,X
Cultivated area (arable land + permanent crops),Mexico,25708.0,X
Total population,Mexico,101684.758,X
Rural population,Mexico,25708.164,X
Urban population,Mexico,78647.444,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Mexico,0.4676,I
Gross Domestic Product (GDP),Mexico,772109710671.0,X
GDP per capita,Mexico,7398.832947,X
"Agriculture, value added (% GDP)",Mexico,3.278282,X
Total area of the country (excl. coastal water),Micronesia (Federated States of),70.0,X
Cultivated area (arable land + permanent crops),Micronesia (Federated States of),19.5,X
Total population,Micronesia (Federated States of),107.03,X
Rural population,Micronesia (Federated States of),83.094,X
Urban population,Micronesia (Federated States of),23.889,X
Gross Domestic Product (GDP),Micronesia (Federated States of),241473786.0,X
GDP per capita,Micronesia (Federated States of),2257.122963,X
"Agriculture, value added (% GDP)",Micronesia (Federated States of),23.392863,X
Total area of the country (excl. coastal water),Monaco,0.2027,E
Total population,Monaco,32.806,X
Rural population,Monaco,0.0,X
Urban population,Monaco,32.629,X
GDP per capita,Monaco,87705.029141,X
Total area of the country (excl. coastal water),Mongolia,156412.0,X
Cultivated area (arable land + permanent crops),Mongolia,1181.0,X
Total population,Mongolia,2443.271,X
Rural population,Mongolia,994.464,X
Urban population,Mongolia,1449.195,X
Gross Domestic Product (GDP),Mongolia,1619300885.0,X
GDP per capita,Mongolia,662.654194,X
Total area of the country (excl. coastal water),Morocco,44655.0,X
Cultivated area (arable land + permanent crops),Morocco,9283.0,X
Total population,Morocco,29454.768,X
Rural population,Morocco,13578.75,X
Urban population,Morocco,15933.618,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Morocco,0.6036,I
Gross Domestic Product (GDP),Morocco,42468910881.0,X
GDP per capita,Morocco,1439.020782,X
"Agriculture, value added (% GDP)",Morocco,13.129584,X
Total area of the country (excl. coastal water),Mozambique,79938.0,X
Cultivated area (arable land + permanent crops),Mozambique,4700.0,X
Total population,Mozambique,18764.155,X
Rural population,Mozambique,13501.744,X
Urban population,Mozambique,5637.914,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Mozambique,0.6764,I
GDP per capita,Mozambique,287.918273,X
Total area of the country (excl. coastal water),Myanmar,67659.0,X
Cultivated area (arable land + permanent crops),Myanmar,10611.0,X
Total population,Myanmar,47702.171,X
Rural population,Myanmar,34228.006,X
Urban population,Myanmar,12912.214,X
GDP per capita,Myanmar,219.963624,X
Total area of the country (excl. coastal water),Namibia,82429.0,X
Cultivated area (arable land + permanent crops),Namibia,820.0,X
Total population,Namibia,1851.523,X
Rural population,Namibia,1299.607,X
Urban population,Namibia,662.54,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Namibia,0.5126,I
Gross Domestic Product (GDP),Namibia,3275655390.0,X
GDP per capita,Namibia,1669.424049,X
"Agriculture, value added (% GDP)",Namibia,10.264449,X
Total area of the country (excl. coastal water),Nauru,2.0,X
Cultivated area (arable land + permanent crops),Nauru,0.4,X
Total population,Nauru,10.102,X
Rural population,Nauru,0.0,X
Urban population,Nauru,10.08,X
Gross Domestic Product (GDP),Nauru,19063036.0,X
GDP per capita,Nauru,1891.17425,X
"Agriculture, value added (% GDP)",Nauru,8.396609,X
Total area of the country (excl. coastal water),Nepal,14718.0,X
Cultivated area (arable land + permanent crops),Nepal,2455.0,X
Total population,Nepal,24725.627,X
Rural population,Nepal,21068.143,X
Urban population,Nepal,3498.199,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Nepal,0.6468,I
Gross Domestic Product (GDP),Nepal,5899626934.0,X
GDP per capita,Nepal,240.15081,X
"Agriculture, value added (% GDP)",Nepal,36.150295,X
Total area of the country (excl. coastal water),Netherlands,4153.0,X
Cultivated area (arable land + permanent crops),Netherlands,949.0,X
Total population,Netherlands,16110.355,X
Rural population,Netherlands,3364.924,X
Urban population,Netherlands,12745.431,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Netherlands,0.0744,I
Gross Domestic Product (GDP),Netherlands,471635418513.0,X
GDP per capita,Netherlands,29275.296448,X
"Agriculture, value added (% GDP)",Netherlands,2.077675,X
Total area of the country (excl. coastal water),New Zealand,26771.0,X
Cultivated area (arable land + permanent crops),New Zealand,534.0,X
Total population,New Zealand,3963.206,X
Rural population,New Zealand,548.484,X
Urban population,New Zealand,3414.722,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),New Zealand,0.1918,I
Gross Domestic Product (GDP),New Zealand,62520383454.0,X
GDP per capita,New Zealand,15775.204078,X
"Agriculture, value added (% GDP)",New Zealand,5.852894,X
Total area of the country (excl. coastal water),Nicaragua,13037.0,X
Cultivated area (arable land + permanent crops),Nicaragua,2268.0,X
Total population,Nicaragua,5219.328,X
Rural population,Nicaragua,2302.257,X
Urban population,Nicaragua,2869.477,X
Gross Domestic Product (GDP),Nicaragua,5206313233.0,X
GDP per capita,Nicaragua,1006.686197,X
"Agriculture, value added (% GDP)",Nicaragua,16.498937,X
Total area of the country (excl. coastal water),Niger,126700.0,X
Cultivated area (arable land + permanent crops),Niger,14000.0,X
Total population,Niger,12189.983,X
Rural population,Niger,10221.895,X
Urban population,Niger,1984.107,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Niger,0.7824,I
Gross Domestic Product (GDP),Niger,2857839326.0,X
GDP per capita,Niger,234.133939,X
"Agriculture, value added (% GDP)",Niger,39.908114,X
Total area of the country (excl. coastal water),Nigeria,92377.0,X
Cultivated area (arable land + permanent crops),Nigeria,40300.0,X
Total population,Nigeria,128596.076,X
Rural population,Nigeria,81692.471,X
Urban population,Nigeria,46974.239,X
Gross Domestic Product (GDP),Nigeria,95385852282.0,X
GDP per capita,Nigeria,741.340571,X
"Agriculture, value added (% GDP)",Nigeria,36.965083,X
Total area of the country (excl. coastal water),Niue,26.0,X
Cultivated area (arable land + permanent crops),Niue,3.8,X
Total population,Niue,1.791,X
Rural population,Niue,1.183,X
Urban population,Niue,0.606,X
Total area of the country (excl. coastal water),North Macedonia,2571.0,X
Cultivated area (arable land + permanent crops),North Macedonia,543.0,X
Total population,North Macedonia,2048.928,X
Rural population,North Macedonia,857.876,X
Urban population,North Macedonia,1191.052,X
Gross Domestic Product (GDP),North Macedonia,4018349891.0,X
GDP per capita,North Macedonia,1961.196241,X
"Agriculture, value added (% GDP)",North Macedonia,10.170548,X
Total area of the country (excl. coastal water),Norway,38518.0,X
Cultivated area (arable land + permanent crops),Norway,883.0,X
Total population,Norway,4546.019,X
Rural population,Norway,1057.72,X
Urban population,Norway,3488.299,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Norway,0.0976,I
Gross Domestic Product (GDP),Norway,195524704853.0,X
GDP per capita,Norway,43010.094074,X
"Agriculture, value added (% GDP)",Norway,1.520731,X
Total area of the country (excl. coastal water),Oman,30950.0,X
Cultivated area (arable land + permanent crops),Oman,73.4,X
Total population,Oman,2334.858,X
Rural population,Oman,664.6,X
Urban population,Oman,1669.685,X
Gross Domestic Product (GDP),Oman,20142756174.0,X
GDP per capita,Oman,8629.090353,X
"Agriculture, value added (% GDP)",Oman,2.320375,X
Total area of the country (excl. coastal water),Pakistan,79610.0,X
Cultivated area (arable land + permanent crops),Pakistan,31884.0,X
Total population,Pakistan,149549.7,X
Rural population,Pakistan,96368.659,X
Urban population,Pakistan,48285.484,X
Gross Domestic Product (GDP),Pakistan,80353156003.0,X
GDP per capita,Pakistan,555.48465,X
"Agriculture, value added (% GDP)",Pakistan,24.581758,X
Total area of the country (excl. coastal water),Palau,46.0,X
Cultivated area (arable land + permanent crops),Palau,2.3,X
Total population,Palau,19.637,X
Rural population,Palau,5.902,X
Urban population,Palau,13.672,X
Gross Domestic Product (GDP),Palau,161615000.0,X
GDP per capita,Palau,8256.615919,X
"Agriculture, value added (% GDP)",Palau,4.218212,X
Total area of the country (excl. coastal water),Panama,7542.0,X
Cultivated area (arable land + permanent crops),Panama,708.0,X
Total population,Panama,3149.188,X
Rural population,Panama,1171.701,X
Urban population,Panama,1977.564,X
Gross Domestic Product (GDP),Panama,12470313088.0,X
GDP per capita,Panama,3959.753494,X
"Agriculture, value added (% GDP)",Panama,6.834693,X
Total area of the country (excl. coastal water),Papua New Guinea,46284.0,X
Cultivated area (arable land + permanent crops),Papua New Guinea,820.0,X
Total population,Papua New Guinea,6098.621,X
Rural population,Papua New Guinea,5090.608,X
Urban population,Papua New Guinea,771.708,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Papua New Guinea,0.6728,I
GDP per capita,Papua New Guinea,781.255839,X
Total area of the country (excl. coastal water),Paraguay,40675.0,X
Cultivated area (arable land + permanent crops),Paraguay,3308.0,X
Total population,Paraguay,5531.962,X
Rural population,Paraguay,2390.764,X
Urban population,Paraguay,3117.847,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Paraguay,0.5318,I
Gross Domestic Product (GDP),Paraguay,8187342141.0,X
GDP per capita,Paraguay,1486.280687,X
"Agriculture, value added (% GDP)",Paraguay,8.85481,X
Total area of the country (excl. coastal water),Peru,128522.0,X
Total population,Peru,27100.968,X
Rural population,Peru,6956.188,X
Urban population,Peru,19645.279,X
Gross Domestic Product (GDP),Peru,54796246268.0,X
GDP per capita,Peru,2059.895654,X
"Agriculture, value added (% GDP)",Peru,7.523963,X
Total area of the country (excl. coastal water),Philippines,30000.0,X
Cultivated area (arable land + permanent crops),Philippines,9635.0,X
Total population,Philippines,81365.258,X
Rural population,Philippines,43958.821,X
Urban population,Philippines,37393.239,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Philippines,0.4694,I
Gross Domestic Product (GDP),Philippines,81357658195.0,X
GDP per capita,Philippines,1000.068814,X
"Agriculture, value added (% GDP)",Philippines,13.145587,X
Total area of the country (excl. coastal water),Poland,31269.0,X
Cultivated area (arable land + permanent crops),Poland,13337.0,X
Total population,Poland,38488.647,X
Rural population,Poland,14706.001,X
Urban population,Poland,23778.471,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Poland,0.1888,I
GDP per capita,Poland,5162.582435,X
Total area of the country (excl. coastal water),Portugal,9212.0,X
Cultivated area (arable land + permanent crops),Portugal,2408.52,X
Total population,Portugal,10385.987,X
Rural population,Portugal,4630.074,X
Urban population,Portugal,5813.594,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Portugal,0.1814,I
Gross Domestic Product (GDP),Portugal,134162194152.0,X
GDP per capita,Portugal,12846.271459,X
"Agriculture, value added (% GDP)",Portugal,2.722891,X
Total area of the country (excl. coastal water),Puerto Rico,887.0,X
Cultivated area (arable land + permanent crops),Puerto Rico,108.0,X
Total population,Puerto Rico,3664.328,X
Rural population,Puerto Rico,217.191,X
Urban population,Puerto Rico,3578.837,X
Gross Domestic Product (GDP),Puerto Rico,72630702904.0,X
GDP per capita,Puerto Rico,19133.342247,X
"Agriculture, value added (% GDP)",Puerto Rico,0.526224,X
Total area of the country (excl. coastal water),Qatar,1161.0,X
Cultivated area (arable land + permanent crops),Qatar,14.5,X
Total population,Qatar,640.868,X
Rural population,Qatar,21.361,X
Urban population,Qatar,624.298,X
Gross Domestic Product (GDP),Qatar,19363736264.0,X
GDP per capita,Qatar,29990.654918,X
"Agriculture, value added (% GDP)",Qatar,0.256796,X
Total area of the country (excl. coastal water),Republic of Korea,9959.0,X
Cultivated area (arable land + permanent crops),Republic of Korea,1863.0,X
Total population,Republic of Korea,47999.547,X
Rural population,Republic of Korea,9457.554,X
Urban population,Republic of Korea,38547.232,X
Gross Domestic Product (GDP),Republic of Korea,627246917018.0,X
GDP per capita,Republic of Korea,13066.341281,X
"Agriculture, value added (% GDP)",Republic of Korea,3.206802,X
Total area of the country (excl. coastal water),Republic of Moldova,3384.0,X
Cultivated area (arable land + permanent crops),Republic of Moldova,2144.0,X
Total population,Republic of Moldova,4178.23,X
Rural population,Republic of Moldova,2347.732,X
Urban population,Republic of Moldova,1828.884,X
Gross Domestic Product (GDP),Republic of Moldova,1994845703.0,X
GDP per capita,Republic of Moldova,477.622483,X
