,,,Value,Symbol
Syrian Arab Republic,SDG 6.4.2. Water Stress,0,128.4798290142,E
Syrian Arab Republic,SDG 6.4.1. Water Use Efficiency,6,1.4587717882,I
Syrian Arab Republic,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,8,0.1982281077,E
Syrian Arab Republic,SDG 6.4.1. Industrial Water Use Efficiency,10,16.4468097349,E
Syrian Arab Republic,SDG 6.4.1. Services Water Use Efficiency,12,9.9449830768,E
Tajikistan,Environmental Flow Requirements,0,6.752,X
Thailand,SDG 6.4.1. Industrial Water Use Efficiency,4,37.531021718,E
Thailand,SDG 6.4.1. Services Water Use Efficiency,5,62.2466466321,E
Timor-Leste,Environmental Flow Requirements,0,4.069,X
Togo,SDG 6.4.2. Water Stress,0,2.3043774983,E
Togo,SDG 6.4.1. Water Use Efficiency,6,8.0405831369,I
Togo,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,9,0.0091086481,E
Togo,SDG 6.4.1. Industrial Water Use Efficiency,12,63.7655402273,E
Togo,SDG 6.4.1. Services Water Use Efficiency,15,10.1607557697,E
Trinidad and Tobago,SDG 6.4.2. Water Stress,0,17.9564691657,E
Tunisia,SDG 6.4.2. Water Stress,0,70.0860777493,E
Turkey,SDG 6.4.2. Water Stress,0,25.9775734553,E
Turkmenistan,SDG 6.4.2. Water Stress,0,125.0002575992,E
Turkmenistan,SDG 6.4.1. Water Use Efficiency,6,0.3110626405,E
Turkmenistan,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,9,0.0670577938,E
Turkmenistan,SDG 6.4.1. Industrial Water Use Efficiency,12,17.8068872316,E
Turkmenistan,SDG 6.4.1. Services Water Use Efficiency,16,4.9529310944,E
Uganda,SDG 6.4.2. Water Stress,0,2.8969807868,E
Ukraine,SDG 6.4.2. Water Stress,0,27.4384555584,E
United Arab Emirates,SDG 6.4.2. Water Stress,0,1360.96,E
United Arab Emirates,SDG 6.4.1. Water Use Efficiency,6,64.1481571661,E
United Arab Emirates,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,9,1.6275352008,E
United Arab Emirates,SDG 6.4.1. Industrial Water Use Efficiency,12,434.0472239584,E
United Arab Emirates,SDG 6.4.1. Services Water Use Efficiency,15,160.9898764875,E
United Kingdom,SDG 6.4.2. Water Stress,0,20.8824924436,E
United Republic of Tanzania,SDG 6.4.2. Water Stress,0,7.1824987497,E
United States of America,SDG 6.4.2. Water Stress,0,29.8510773131,E
Uruguay,SDG 6.4.2. Water Stress,0,9.0962566845,E
Uruguay,SDG 6.4.1. Industrial Water Use Efficiency,12,91.8319821488,E
Uruguay,SDG 6.4.1. Services Water Use Efficiency,16,57.0720490998,E
Uzbekistan,Environmental Flow Requirements,0,14.0,X
Uzbekistan,SDG 6.4.2. Water Stress,5,153.631037732,E
Uzbekistan,SDG 6.4.1. Water Use Efficiency,11,0.3943143345,I
Uzbekistan,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,15,0.1917788328,E
Uzbekistan,SDG 6.4.1. Industrial Water Use Efficiency,19,2.8664532392,E
Uzbekistan,SDG 6.4.1. Services Water Use Efficiency,24,2.7638108588,E
Venezuela,SDG 6.4.2. Water Stress,0,2.8543366667,E
Viet Nam,SDG 6.4.2. Water Stress,0,14.5564316088,E
Viet Nam,SDG 6.4.1. Water Use Efficiency,6,1.0359092762,I
Viet Nam,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,10,0.2388818195,E
Viet Nam,SDG 6.4.1. Industrial Water Use Efficiency,14,5.8270649641,E
Viet Nam,SDG 6.4.1. Services Water Use Efficiency,18,29.2863949128,E
Yemen,SDG 6.4.2. Water Stress,0,154.7428571429,E
Yemen,SDG 6.4.1. Industrial Water Use Efficiency,10,163.4162168488,E
Yemen,SDG 6.4.1. Services Water Use Efficiency,14,47.803952585,E
Zambia,SDG 6.4.2. Water Stress,0,2.9865620491,E
Zambia,SDG 6.4.1. Water Use Efficiency,6,3.4712001931,I
Zambia,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,8,0.0410398387,E
Zambia,SDG 6.4.1. Industrial Water Use Efficiency,11,16.9009986723,E
Zambia,SDG 6.4.1. Services Water Use Efficiency,13,12.9073746705,E
Zimbabwe,SDG 6.4.2. Water Stress,0,30.1351858806,E
