Morocco,Variable Name,Year,Value,Symbol
550,Harvested irrigated permanent crop area: Citrus,2002,75.85,I
551,Harvested irrigated permanent crop area: Citrus,2007,85.5142857143,I
552,Harvested irrigated permanent crop area: Citrus,2012,101.0,I
553,Harvested irrigated permanent crop area: Citrus,2017,101.0,I
554,Harvested irrigated permanent crop area: Citrus,2018,101.0,I
555,Harvested irrigated temporary crop area: Cotton,1992,14.38,I
556,Harvested irrigated temporary crop area: Cotton,1997,10.33,I
557,Harvested irrigated temporary crop area: Cotton,2002,7.7,I
558,Harvested irrigated temporary crop area: Cotton,2007,7.5,I
559,Harvested irrigated temporary crop area: Cotton,2012,7.5,I
560,Harvested irrigated temporary crop area: Cotton,2017,7.5,I
561,Harvested irrigated temporary crop area: Cotton,2018,7.5,I
562,Harvested irrigated temporary crop area: Fodder,1992,110.18,I
563,Harvested irrigated temporary crop area: Fodder,1997,135.63,I
564,Harvested irrigated temporary crop area: Fodder,2002,150.9,I
565,Harvested irrigated temporary crop area: Fodder,2007,171.9428571429,I
566,Harvested irrigated temporary crop area: Fodder,2012,200.0,I
567,Harvested irrigated temporary crop area: Fodder,2017,200.0,I
568,Harvested irrigated temporary crop area: Fodder,2018,200.0,I
569,Harvested irrigated permanent crop area: Oil palm,2012,70.0,I
570,Harvested irrigated permanent crop area: Oil palm,2017,70.0,I
571,Harvested irrigated permanent crop area: Oil palm,2018,70.0,I
572,Harvested irrigated temporary crop area: Soybeans,2002,6.9,I
573,Harvested irrigated temporary crop area: Soybeans,2007,6.9,I
574,Harvested irrigated temporary crop area: Soybeans,2012,6.9,I
575,Harvested irrigated temporary crop area: Soybeans,2017,6.9,I
576,Harvested irrigated temporary crop area: Soybeans,2018,6.9,I
577,Harvested irrigated temporary crop area: Groundnuts,2002,6.6,I
578,Harvested irrigated temporary crop area: Groundnuts,2007,6.6,I
579,Harvested irrigated temporary crop area: Groundnuts,2012,6.6,I
580,Harvested irrigated temporary crop area: Groundnuts,2017,6.6,I
581,Harvested irrigated temporary crop area: Groundnuts,2018,6.6,I
582,Harvested irrigated temporary crop area: Sunflower,2002,11.9,I
583,Harvested irrigated temporary crop area: Sunflower,2007,11.6,I
584,Harvested irrigated temporary crop area: Sunflower,2012,11.6,I
585,Harvested irrigated temporary crop area: Sunflower,2017,11.6,I
586,Harvested irrigated temporary crop area: Sunflower,2018,11.6,I
587,Harvested irrigated temporary crop area: Sesame,2002,3.2,I
588,Harvested irrigated temporary crop area: Sesame,2007,3.2,I
589,Harvested irrigated temporary crop area: Sesame,2012,3.2,I
590,Harvested irrigated temporary crop area: Sesame,2017,3.2,I
591,Harvested irrigated temporary crop area: Sesame,2018,3.2,I
592,Harvested irrigated temporary crop area: Flowers,2002,0.8,I
593,Harvested irrigated temporary crop area: Flowers,2007,0.8,I
594,Harvested irrigated temporary crop area: Flowers,2012,0.8,I
595,Harvested irrigated temporary crop area: Flowers,2017,0.8,I
596,Harvested irrigated temporary crop area: Flowers,2018,0.8,I
597,Harvested irrigated temporary crop area: Other crops,1992,107.76,I
598,Harvested irrigated temporary crop area: Other crops,1997,84.66,I
599,Harvested irrigated temporary crop area: Other crops,2002,62.1090909091,I
600,Harvested irrigated temporary crop area: Other crops,2007,40.3818181818,I
601,Harvested irrigated temporary crop area: Other crops,2012,23.0,I
602,Harvested irrigated temporary crop area: Other crops,2017,23.0,I
603,Harvested irrigated temporary crop area: Other crops,2018,23.0,I
604,Harvested irrigated permanent crop area: Other crops,1992,174.96,I
605,Harvested irrigated permanent crop area: Other crops,1997,147.36,I
606,Harvested irrigated permanent crop area: Other crops,2002,130.8,I
607,Harvested irrigated permanent crop area: Other crops,2007,130.8,I
608,Harvested irrigated permanent crop area: Other crops,2012,130.8,I
609,Harvested irrigated permanent crop area: Other crops,2017,130.8,I
610,Harvested irrigated permanent crop area: Other crops,2018,130.8,I
