,,Year,Value,Symbol
Total agricultural water managed area,Burundi,2012,104.43,E
Total agricultural water managed area,Burundi,2017,104.43,E
Total agricultural water managed area,Burundi,2018,104.43,E
Area equipped for irrigation: total,Burundi,1997,8.448,E
Area equipped for irrigation: total,Burundi,2002,21.43,I
Area equipped for irrigation: total,Burundi,2007,21.43,I
Area equipped for irrigation: total,Burundi,2012,21.43,I
Area equipped for irrigation: total,Burundi,2017,21.43,I
Area equipped for irrigation: total,Burundi,2018,21.43,I
% of agricultural GVA produced by irrigated agriculture,Burundi,2002,1.1916810812,E
% of agricultural GVA produced by irrigated agriculture,Burundi,2007,1.2872616287,E
% of agricultural GVA produced by irrigated agriculture,Burundi,2012,1.1108337692,E
% of agricultural GVA produced by irrigated agriculture,Burundi,2017,1.0395922183,E
% of agricultural GVA produced by irrigated agriculture,Burundi,2018,1.0395922183,E
Ratio between rainfed and irrigated yields,Burundi,1997,2.329,E
Ratio between rainfed and irrigated yields,Burundi,2002,2.329,E
Ratio between rainfed and irrigated yields,Burundi,2007,2.329,I
Ratio between rainfed and irrigated yields,Burundi,2012,2.329,E
Ratio between rainfed and irrigated yields,Burundi,2017,2.329,I
Ratio between rainfed and irrigated yields,Burundi,2018,2.329,I
Agricultural water withdrawal as % of total renewable water resources,Burundi,1997,1.4800451622,I
Agricultural water withdrawal as % of total renewable water resources,Burundi,2002,1.7708998086,I
Agricultural water withdrawal as % of total renewable water resources,Burundi,2007,1.7708998086,I
Agricultural water withdrawal as % of total renewable water resources,Burundi,2012,1.7708998086,I
Agricultural water withdrawal as % of total renewable water resources,Burundi,2017,1.7708998086,I
Agricultural water withdrawal as % of total renewable water resources,Burundi,2018,1.7708998086,I
Agricultural water withdrawal,Burundi,1997,0.1855384615,I
Agricultural water withdrawal,Burundi,2002,0.222,I
Agricultural water withdrawal,Burundi,2007,0.222,I
Agricultural water withdrawal,Burundi,2012,0.222,I
Agricultural water withdrawal,Burundi,2017,0.222,I
Agricultural water withdrawal,Burundi,2018,0.222,I
Irrigation water requirement,Burundi,2002,0.0284,I
Irrigation water requirement,Burundi,2007,0.0284,I
Irrigation water requirement,Burundi,2012,0.0284,I
Irrigation water requirement,Burundi,2017,0.0284,I
Irrigation water requirement,Burundi,2018,0.0284,I
Irrigation water withdrawal,Burundi,2002,0.2,I
Irrigation water withdrawal,Burundi,2007,0.2,I
Irrigation water withdrawal,Burundi,2012,0.2,I
Irrigation water withdrawal,Burundi,2017,0.2,I
Irrigation water withdrawal,Burundi,2018,0.2,I
Total agricultural water managed area,Cabo Verde,1997,2.78,E
Total agricultural water managed area,Cabo Verde,2002,3.2771428571,I
Total agricultural water managed area,Cabo Verde,2007,3.476,I
Total agricultural water managed area,Cabo Verde,2012,3.476,I
Total agricultural water managed area,Cabo Verde,2017,3.476,I
Total agricultural water managed area,Cabo Verde,2018,3.476,I
Area equipped for irrigation: total,Cabo Verde,1997,2.78,E
Area equipped for irrigation: total,Cabo Verde,2002,3.2771428571,I
Area equipped for irrigation: total,Cabo Verde,2007,3.476,I
Area equipped for irrigation: total,Cabo Verde,2012,3.476,I
Area equipped for irrigation: total,Cabo Verde,2017,3.476,I
Area equipped for irrigation: total,Cabo Verde,2018,3.476,I
% of agricultural GVA produced by irrigated agriculture,Cabo Verde,1997,6.6872287018,E
% of agricultural GVA produced by irrigated agriculture,Cabo Verde,2002,7.4025593561,E
% of agricultural GVA produced by irrigated agriculture,Cabo Verde,2007,7.0448117551,E
% of agricultural GVA produced by irrigated agriculture,Cabo Verde,2012,6.1151431004,E
% of agricultural GVA produced by irrigated agriculture,Cabo Verde,2017,6.664847247,E
% of agricultural GVA produced by irrigated agriculture,Cabo Verde,2018,6.664847247,E
Ratio between rainfed and irrigated yields,Cabo Verde,2007,1.778,I
Ratio between rainfed and irrigated yields,Cabo Verde,2017,1.778,I
Ratio between rainfed and irrigated yields,Cabo Verde,2018,1.778,I
Agricultural water withdrawal as % of total renewable water resources,Cabo Verde,1997,6.8666666667,I
Agricultural water withdrawal as % of total renewable water resources,Cabo Verde,2002,7.5,I
Agricultural water withdrawal as % of total renewable water resources,Cabo Verde,2007,8.3333333333,I
Agricultural water withdrawal as % of total renewable water resources,Cabo Verde,2012,8.3333333333,I
Agricultural water withdrawal as % of total renewable water resources,Cabo Verde,2017,8.3333333333,I
Agricultural water withdrawal as % of total renewable water resources,Cabo Verde,2018,8.3333333333,I
Agricultural water withdrawal,Cabo Verde,1997,0.0206,I
Agricultural water withdrawal,Cabo Verde,2002,0.0225,I
Agricultural water withdrawal,Cabo Verde,2007,0.025,I
Agricultural water withdrawal,Cabo Verde,2012,0.025,I
Agricultural water withdrawal,Cabo Verde,2017,0.025,I
Agricultural water withdrawal,Cabo Verde,2018,0.025,I
Irrigation water requirement,Cabo Verde,2007,0.0077,I
Irrigation water requirement,Cabo Verde,2012,0.0077,I
Irrigation water requirement,Cabo Verde,2017,0.0077,I
Irrigation water requirement,Cabo Verde,2018,0.0077,I
Irrigation water withdrawal,Cabo Verde,2007,0.025,I
Irrigation water withdrawal,Cabo Verde,2012,0.025,I
Irrigation water withdrawal,Cabo Verde,2017,0.025,I
Irrigation water withdrawal,Cabo Verde,2018,0.025,I
Total agricultural water managed area,Cambodia,1997,430.4,E
Total agricultural water managed area,Cambodia,2002,503.68,E
Total agricultural water managed area,Cambodia,2007,637.2,E
Total agricultural water managed area,Cambodia,2012,637.2,E
Total agricultural water managed area,Cambodia,2017,637.2,E
Total agricultural water managed area,Cambodia,2018,637.2,E
Area equipped for irrigation: total,Cambodia,1997,269.5,E
Area equipped for irrigation: total,Cambodia,2002,269.5,E
Area equipped for irrigation: total,Cambodia,2007,269.5,E
Area equipped for irrigation: total,Cambodia,2012,269.5,E
Area equipped for irrigation: total,Cambodia,2017,269.5,E
Area equipped for irrigation: total,Cambodia,2018,269.5,E
% of agricultural GVA produced by irrigated agriculture,Cambodia,1997,10.0762051845,E
% of agricultural GVA produced by irrigated agriculture,Cambodia,2002,10.7618111325,E
% of agricultural GVA produced by irrigated agriculture,Cambodia,2007,15.1851044466,I
% of agricultural GVA produced by irrigated agriculture,Cambodia,2012,14.8228515701,E
% of agricultural GVA produced by irrigated agriculture,Cambodia,2017,14.4404687867,E
% of agricultural GVA produced by irrigated agriculture,Cambodia,2018,14.4404687867,E
Ratio between rainfed and irrigated yields,Cambodia,1997,1.616,E
Ratio between rainfed and irrigated yields,Cambodia,2002,1.616,E
Ratio between rainfed and irrigated yields,Cambodia,2007,1.616,I
Ratio between rainfed and irrigated yields,Cambodia,2012,1.616,E
Ratio between rainfed and irrigated yields,Cambodia,2017,1.616,I
Ratio between rainfed and irrigated yields,Cambodia,2018,1.616,I
Agricultural water withdrawal as % of total renewable water resources,Cambodia,2007,0.4312119303,I
Agricultural water withdrawal as % of total renewable water resources,Cambodia,2012,0.4312119303,I
Agricultural water withdrawal as % of total renewable water resources,Cambodia,2017,0.4312119303,I
Agricultural water withdrawal as % of total renewable water resources,Cambodia,2018,0.4312119303,I
Agricultural water withdrawal,Cambodia,2007,2.053,I
Agricultural water withdrawal,Cambodia,2012,2.053,I
Agricultural water withdrawal,Cambodia,2017,2.053,I
Agricultural water withdrawal,Cambodia,2018,2.053,I
Irrigation water requirement,Cambodia,2007,0.9186,I
Irrigation water requirement,Cambodia,2012,0.9186,I
Irrigation water requirement,Cambodia,2017,0.9186,I
Irrigation water requirement,Cambodia,2018,0.9186,I
Irrigation water withdrawal,Cambodia,2007,1.928,I
Irrigation water withdrawal,Cambodia,2012,1.928,I
Irrigation water withdrawal,Cambodia,2017,1.928,I
Irrigation water withdrawal,Cambodia,2018,1.928,I
Total agricultural water managed area,Cameroon,1997,22.1084615385,E
Total agricultural water managed area,Cameroon,2002,25.654,I
Total agricultural water managed area,Cameroon,2007,25.654,I
Total agricultural water managed area,Cameroon,2012,25.654,I
Total agricultural water managed area,Cameroon,2017,25.654,I
Total agricultural water managed area,Cameroon,2018,25.654,I
Area equipped for irrigation: total,Cameroon,1997,22.1084615385,E
Area equipped for irrigation: total,Cameroon,2002,25.654,I
Area equipped for irrigation: total,Cameroon,2007,25.654,I
Area equipped for irrigation: total,Cameroon,2012,25.654,I
Area equipped for irrigation: total,Cameroon,2017,25.654,I
Area equipped for irrigation: total,Cameroon,2018,25.654,I
% of agricultural GVA produced by irrigated agriculture,Cameroon,2002,0.7200098082,E
% of agricultural GVA produced by irrigated agriculture,Cameroon,2007,0.7147322244,E
% of agricultural GVA produced by irrigated agriculture,Cameroon,2012,0.6653209195,E
% of agricultural GVA produced by irrigated agriculture,Cameroon,2017,0.6653209195,E
% of agricultural GVA produced by irrigated agriculture,Cameroon,2018,0.6653209195,E
Ratio between rainfed and irrigated yields,Cameroon,1997,1.52,E
Ratio between rainfed and irrigated yields,Cameroon,2002,1.52,E
Ratio between rainfed and irrigated yields,Cameroon,2007,1.52,I
Ratio between rainfed and irrigated yields,Cameroon,2012,1.52,E
Ratio between rainfed and irrigated yields,Cameroon,2017,1.52,I
Ratio between rainfed and irrigated yields,Cameroon,2018,1.52,I
Agricultural water withdrawal as % of total renewable water resources,Cameroon,1997,0.1812202013,I
Agricultural water withdrawal as % of total renewable water resources,Cameroon,2002,0.2602860675,I
Agricultural water withdrawal as % of total renewable water resources,Cameroon,2007,0.2602860675,I
Agricultural water withdrawal as % of total renewable water resources,Cameroon,2012,0.2602860675,I
Agricultural water withdrawal as % of total renewable water resources,Cameroon,2017,0.2602860675,I
Agricultural water withdrawal as % of total renewable water resources,Cameroon,2018,0.2602860675,I
Agricultural water withdrawal,Cameroon,1997,0.513125,I
Agricultural water withdrawal,Cameroon,2002,0.737,I
Agricultural water withdrawal,Cameroon,2007,0.737,I
Agricultural water withdrawal,Cameroon,2012,0.737,I
Agricultural water withdrawal,Cameroon,2017,0.737,I
Agricultural water withdrawal,Cameroon,2018,0.737,I
Irrigation water requirement,Cameroon,2002,0.201,I
Irrigation water requirement,Cameroon,2007,0.201,I
Irrigation water requirement,Cameroon,2012,0.201,I
Irrigation water requirement,Cameroon,2017,0.201,I
Irrigation water requirement,Cameroon,2018,0.201,I
Irrigation water withdrawal,Cameroon,2002,0.737,I
Irrigation water withdrawal,Cameroon,2007,0.737,I
Irrigation water withdrawal,Cameroon,2012,0.737,I
Irrigation water withdrawal,Cameroon,2017,0.737,I
Irrigation water withdrawal,Cameroon,2018,0.737,I
Total agricultural water managed area,Canada,2007,1218.0,I
Total agricultural water managed area,Canada,2012,1218.0,I
Total agricultural water managed area,Canada,2017,1218.0,I
Total agricultural water managed area,Canada,2018,1218.0,I
Area equipped for irrigation: total,Canada,2007,1218.0,I
Area equipped for irrigation: total,Canada,2012,1218.0,I
Area equipped for irrigation: total,Canada,2017,1218.0,I
Area equipped for irrigation: total,Canada,2018,1218.0,I
% of agricultural GVA produced by irrigated agriculture,Canada,2007,4.3726139145,E
% of agricultural GVA produced by irrigated agriculture,Canada,2012,3.6426888256,E
% of agricultural GVA produced by irrigated agriculture,Canada,2017,3.6086549752,E
Ratio between rainfed and irrigated yields,Canada,1997,2.065,E
Ratio between rainfed and irrigated yields,Canada,2002,2.065,E
Ratio between rainfed and irrigated yields,Canada,2007,2.065,I
Ratio between rainfed and irrigated yields,Canada,2012,2.065,E
Ratio between rainfed and irrigated yields,Canada,2017,2.065,I
Ratio between rainfed and irrigated yields,Canada,2018,2.065,I
Agricultural water withdrawal as % of total renewable water resources,Canada,1997,0.1358373535,I
Agricultural water withdrawal as % of total renewable water resources,Canada,2002,0.1079255686,I
Agricultural water withdrawal as % of total renewable water resources,Canada,2007,0.0800137836,E
Agricultural water withdrawal as % of total renewable water resources,Canada,2012,0.1345623708,I
Agricultural water withdrawal as % of total renewable water resources,Canada,2017,0.0909372846,I
Agricultural water withdrawal as % of total renewable water resources,Canada,2018,0.0909372846,I
Agricultural water withdrawal,Canada,1997,3.942,I
Agricultural water withdrawal,Canada,2002,3.132,I
Agricultural water withdrawal,Canada,2007,2.322,X
Agricultural water withdrawal,Canada,2012,3.905,I
Agricultural water withdrawal,Canada,2017,2.639,I
Agricultural water withdrawal,Canada,2018,2.639,I
Irrigation water requirement,Canada,2012,2.544,I
Irrigation water requirement,Canada,2017,2.544,I
Irrigation water requirement,Canada,2018,2.544,I
Irrigation water withdrawal,Canada,1997,3.9105,I
Irrigation water withdrawal,Canada,2002,4.233,I
Irrigation water withdrawal,Canada,2007,4.5555,I
Irrigation water withdrawal,Canada,2012,3.2205,I
Total agricultural water managed area,Central African Republic,1997,0.635,I
Total agricultural water managed area,Central African Republic,2002,0.635,I
Total agricultural water managed area,Central African Republic,2007,0.635,I
Total agricultural water managed area,Central African Republic,2012,0.635,I
Total agricultural water managed area,Central African Republic,2017,0.635,I
Total agricultural water managed area,Central African Republic,2018,0.635,I
Area equipped for irrigation: total,Central African Republic,1997,0.135,I
Area equipped for irrigation: total,Central African Republic,2002,0.135,I
Area equipped for irrigation: total,Central African Republic,2007,0.135,I
Area equipped for irrigation: total,Central African Republic,2012,0.135,I
Area equipped for irrigation: total,Central African Republic,2017,0.135,I
Area equipped for irrigation: total,Central African Republic,2018,0.135,I
% of agricultural GVA produced by irrigated agriculture,Central African Republic,1997,0.0079807687,I
% of agricultural GVA produced by irrigated agriculture,Central African Republic,2002,0.0079807687,I
% of agricultural GVA produced by irrigated agriculture,Central African Republic,2007,0.0079807687,I
% of agricultural GVA produced by irrigated agriculture,Central African Republic,2012,0.0085113851,E
% of agricultural GVA produced by irrigated agriculture,Central African Republic,2017,0.0085113851,E
% of agricultural GVA produced by irrigated agriculture,Central African Republic,2018,0.0085113851,E
Ratio between rainfed and irrigated yields,Central African Republic,2007,1.778,I
Ratio between rainfed and irrigated yields,Central African Republic,2017,1.778,I
Ratio between rainfed and irrigated yields,Central African Republic,2018,1.778,I
Agricultural water withdrawal as % of total renewable water resources,Central African Republic,1997,0.0002836879,I
Agricultural water withdrawal as % of total renewable water resources,Central African Republic,2002,0.0002836879,I
Agricultural water withdrawal as % of total renewable water resources,Central African Republic,2007,0.0002836879,I
Agricultural water withdrawal as % of total renewable water resources,Central African Republic,2012,0.0002836879,I
Agricultural water withdrawal as % of total renewable water resources,Central African Republic,2017,0.0002836879,I
Agricultural water withdrawal as % of total renewable water resources,Central African Republic,2018,0.0002836879,I
Agricultural water withdrawal,Central African Republic,1997,0.0004,I
Agricultural water withdrawal,Central African Republic,2002,0.0004,I
Agricultural water withdrawal,Central African Republic,2007,0.0004,I
Agricultural water withdrawal,Central African Republic,2012,0.0004,I
Agricultural water withdrawal,Central African Republic,2017,0.0004,I
Agricultural water withdrawal,Central African Republic,2018,0.0004,I
Irrigation water requirement,Central African Republic,1997,0.0001,I
Irrigation water requirement,Central African Republic,2002,0.0001,I
Irrigation water requirement,Central African Republic,2007,0.0001,I
Irrigation water requirement,Central African Republic,2012,0.0001,I
Irrigation water requirement,Central African Republic,2017,0.0001,I
Irrigation water requirement,Central African Republic,2018,0.0001,I
Irrigation water withdrawal,Central African Republic,1997,0.0004,I
Irrigation water withdrawal,Central African Republic,2002,0.0004,I
Irrigation water withdrawal,Central African Republic,2007,0.0004,I
Irrigation water withdrawal,Central African Republic,2012,0.0004,I
Irrigation water withdrawal,Central African Republic,2017,0.0004,I
Irrigation water withdrawal,Central African Republic,2018,0.0004,I
Total agricultural water managed area,Chad,1997,154.0832857143,E
Total agricultural water managed area,Chad,2002,176.674,E
Total agricultural water managed area,Chad,2007,176.674,E
Total agricultural water managed area,Chad,2012,176.674,E
Total agricultural water managed area,Chad,2017,176.674,E
Total agricultural water managed area,Chad,2018,176.674,E
Area equipped for irrigation: total,Chad,1997,24.469,I
Area equipped for irrigation: total,Chad,2002,30.274,E
Area equipped for irrigation: total,Chad,2007,30.274,I
Area equipped for irrigation: total,Chad,2012,30.274,I
Area equipped for irrigation: total,Chad,2017,30.274,I
Area equipped for irrigation: total,Chad,2018,30.274,I
% of agricultural GVA produced by irrigated agriculture,Chad,1997,0.8143910688,E
% of agricultural GVA produced by irrigated agriculture,Chad,2002,0.9902472506,E
% of agricultural GVA produced by irrigated agriculture,Chad,2007,0.9397454241,E
% of agricultural GVA produced by irrigated agriculture,Chad,2012,0.7888333489,E
% of agricultural GVA produced by irrigated agriculture,Chad,2017,0.7057150004,E
% of agricultural GVA produced by irrigated agriculture,Chad,2018,0.7057150004,E
Ratio between rainfed and irrigated yields,Chad,1997,1.382,E
Ratio between rainfed and irrigated yields,Chad,2002,1.382,E
Ratio between rainfed and irrigated yields,Chad,2007,1.382,I
Ratio between rainfed and irrigated yields,Chad,2012,1.382,E
Ratio between rainfed and irrigated yields,Chad,2017,1.382,I
Ratio between rainfed and irrigated yields,Chad,2018,1.382,I
Agricultural water withdrawal as % of total renewable water resources,Chad,1997,1.0885485047,I
Agricultural water withdrawal as % of total renewable water resources,Chad,2002,1.4708971554,E
Agricultural water withdrawal as % of total renewable water resources,Chad,2007,1.4708971554,I
Agricultural water withdrawal as % of total renewable water resources,Chad,2012,1.4708971554,I
Agricultural water withdrawal as % of total renewable water resources,Chad,2017,1.4708971554,I
Agricultural water withdrawal as % of total renewable water resources,Chad,2018,1.4708971554,I
Agricultural water withdrawal,Chad,1997,0.4974666667,I
Agricultural water withdrawal,Chad,2007,0.6722,I
Agricultural water withdrawal,Chad,2012,0.6722,I
Agricultural water withdrawal,Chad,2017,0.6722,I
Agricultural water withdrawal,Chad,2018,0.6722,I
Irrigation water requirement,Chad,2002,0.206,E
Irrigation water requirement,Chad,2007,0.206,I
Irrigation water requirement,Chad,2012,0.206,I
Irrigation water requirement,Chad,2017,0.206,I
Irrigation water requirement,Chad,2018,0.206,I
Irrigation water withdrawal,Chad,2002,0.6722,E
Irrigation water withdrawal,Chad,2007,0.6722,I
Irrigation water withdrawal,Chad,2012,0.6722,I
Irrigation water withdrawal,Chad,2017,0.6722,I
Irrigation water withdrawal,Chad,2018,0.6722,I
Total agricultural water managed area,Chile,2007,1109.0,OF
Total agricultural water managed area,Chile,2012,1108.2244992674,E
Area equipped for irrigation: total,Chile,2007,1109.0,OF
Area equipped for irrigation: total,Chile,2012,1108.2244992674,E
% of agricultural GVA produced by irrigated agriculture,Chile,2007,75.4733833232,E
% of agricultural GVA produced by irrigated agriculture,Chile,2012,71.6649980719,E
% of agricultural GVA produced by irrigated agriculture,Chile,2017,69.631090051,E
Ratio between rainfed and irrigated yields,Chile,1997,1.758,E
Ratio between rainfed and irrigated yields,Chile,2002,1.758,E
Ratio between rainfed and irrigated yields,Chile,2007,1.758,I
Ratio between rainfed and irrigated yields,Chile,2012,1.758,E
Ratio between rainfed and irrigated yields,Chile,2017,1.758,I
Ratio between rainfed and irrigated yields,Chile,2018,1.758,I
Agricultural water withdrawal as % of total renewable water resources,Chile,1997,2.3211518211,I
Agricultural water withdrawal as % of total renewable water resources,Chile,2002,2.8023036422,I
Irrigation water withdrawal,Chile,2007,15.68,I
Irrigation water withdrawal,Chile,2012,10.88,I
Irrigation water withdrawal,Chile,2017,7.89,I
Irrigation water withdrawal,Chile,2018,7.89,I
Total agricultural water managed area,China,1997,53340.1818181818,E
Total agricultural water managed area,China,2002,58250.6363636364,E
Total agricultural water managed area,China,2007,63927.7142857143,I
Total agricultural water managed area,China,2012,68873.7857142857,I
Total agricultural water managed area,China,2017,69863.0,I
Total agricultural water managed area,China,2018,69863.0,I
Area equipped for irrigation: total,China,1997,53340.1818181818,E
Area equipped for irrigation: total,China,2002,58250.6363636364,E
Area equipped for irrigation: total,China,2007,63927.7142857143,I
Area equipped for irrigation: total,China,2012,68873.7857142857,I
Area equipped for irrigation: total,China,2017,69863.0,I
Area equipped for irrigation: total,China,2018,69863.0,I
% of agricultural GVA produced by irrigated agriculture,China,1997,46.0229322761,E
% of agricultural GVA produced by irrigated agriculture,China,2002,49.0700936267,E
% of agricultural GVA produced by irrigated agriculture,China,2007,78.7864577173,E
% of agricultural GVA produced by irrigated agriculture,China,2012,78.3921452172,E
Ratio between rainfed and irrigated yields,China,1997,1.538,E
Ratio between rainfed and irrigated yields,China,2002,1.538,E
Ratio between rainfed and irrigated yields,China,2007,1.538,I
Ratio between rainfed and irrigated yields,China,2012,1.538,E
Ratio between rainfed and irrigated yields,China,2017,1.538,I
Ratio between rainfed and irrigated yields,China,2018,1.538,I
Agricultural water withdrawal as % of total renewable water resources,China,1997,13.7650302743,I
Agricultural water withdrawal as % of total renewable water resources,China,2002,13.0356099175,I
Agricultural water withdrawal as % of total renewable water resources,China,2007,12.6750744661,E
Agricultural water withdrawal as % of total renewable water resources,China,2012,13.6609135912,E
Agricultural water withdrawal as % of total renewable water resources,China,2017,13.5623296787,I
Agricultural water withdrawal as % of total renewable water resources,China,2018,13.5623296787,I
Agricultural water withdrawal,China,1997,390.9571428571,I
Agricultural water withdrawal,China,2002,370.24,I
Agricultural water withdrawal,China,2007,360.0,OF
Agricultural water withdrawal,China,2012,388.0,OF
Agricultural water withdrawal,China,2017,385.2,I
Agricultural water withdrawal,China,2018,385.2,I
Irrigation water requirement,China,2007,256.9,I
Irrigation water requirement,China,2012,256.9,I
Irrigation water requirement,China,2017,256.9,I
Irrigation water requirement,China,2018,256.9,I
Total agricultural water managed area,Colombia,1997,900.0,I
Total agricultural water managed area,Colombia,2002,957.5384615385,I
Total agricultural water managed area,Colombia,2007,1029.4615384615,I
Total agricultural water managed area,Colombia,2012,1087.0,I
Total agricultural water managed area,Colombia,2017,1087.0,I
Total agricultural water managed area,Colombia,2018,1087.0,I
Area equipped for irrigation: total,Colombia,1997,900.0,I
Area equipped for irrigation: total,Colombia,2002,957.5384615385,I
Area equipped for irrigation: total,Colombia,2007,1029.4615384615,I
Area equipped for irrigation: total,Colombia,2012,1087.0,I
Area equipped for irrigation: total,Colombia,2017,1087.0,I
Area equipped for irrigation: total,Colombia,2018,1087.0,I
% of agricultural GVA produced by irrigated agriculture,Colombia,1997,7.1513508362,E
% of agricultural GVA produced by irrigated agriculture,Colombia,2002,12.7686853716,E
% of agricultural GVA produced by irrigated agriculture,Colombia,2007,18.0023013895,E
% of agricultural GVA produced by irrigated agriculture,Colombia,2012,22.2865014651,E
% of agricultural GVA produced by irrigated agriculture,Colombia,2017,5.562594212,E
% of agricultural GVA produced by irrigated agriculture,Colombia,2018,8.2285884013,E
Ratio between rainfed and irrigated yields,Colombia,1997,1.603,E
Ratio between rainfed and irrigated yields,Colombia,2002,1.603,E
Ratio between rainfed and irrigated yields,Colombia,2007,1.603,I
Ratio between rainfed and irrigated yields,Colombia,2012,1.603,E
Ratio between rainfed and irrigated yields,Colombia,2017,1.603,I
Ratio between rainfed and irrigated yields,Colombia,2018,1.603,I
Agricultural water withdrawal as % of total renewable water resources,Colombia,1997,0.1572457627,E
Agricultural water withdrawal as % of total renewable water resources,Colombia,2002,0.2240572034,E
Agricultural water withdrawal as % of total renewable water resources,Colombia,2007,0.2630137712,E
Agricultural water withdrawal,Colombia,1997,3.711,I
Agricultural water withdrawal,Colombia,2002,5.28775,I
Agricultural water withdrawal,Colombia,2007,6.207125,I
Irrigation water requirement,Colombia,2012,2.273,I
Irrigation water requirement,Colombia,2017,2.273,I
Irrigation water requirement,Colombia,2018,2.273,I
Total agricultural water managed area,Comoros,1997,0.13,I
Total agricultural water managed area,Comoros,2002,0.13,I
Total agricultural water managed area,Comoros,2007,0.13,I
Total agricultural water managed area,Comoros,2012,0.13,I
Total agricultural water managed area,Comoros,2017,0.13,I
Total agricultural water managed area,Comoros,2018,0.13,I
Area equipped for irrigation: total,Comoros,1997,0.13,I
Area equipped for irrigation: total,Comoros,2002,0.13,I
Area equipped for irrigation: total,Comoros,2007,0.13,I
Area equipped for irrigation: total,Comoros,2012,0.13,I
Area equipped for irrigation: total,Comoros,2017,0.13,I
Area equipped for irrigation: total,Comoros,2018,0.13,I
% of agricultural GVA produced by irrigated agriculture,Comoros,1997,0.1360720861,E
% of agricultural GVA produced by irrigated agriculture,Comoros,2002,0.1258723005,E
% of agricultural GVA produced by irrigated agriculture,Comoros,2007,0.1280045344,E
% of agricultural GVA produced by irrigated agriculture,Comoros,2012,0.1280045344,E
% of agricultural GVA produced by irrigated agriculture,Comoros,2017,0.1290099316,E
% of agricultural GVA produced by irrigated agriculture,Comoros,2018,0.1290099316,E
Ratio between rainfed and irrigated yields,Comoros,2007,1.778,I
Ratio between rainfed and irrigated yields,Comoros,2017,1.778,I
Ratio between rainfed and irrigated yields,Comoros,2018,1.778,I
Agricultural water withdrawal as % of total renewable water resources,Comoros,2002,0.3916666667,I
Agricultural water withdrawal as % of total renewable water resources,Comoros,2007,0.3916666667,I
Agricultural water withdrawal as % of total renewable water resources,Comoros,2012,0.3916666667,I
Agricultural water withdrawal as % of total renewable water resources,Comoros,2017,0.3916666667,I
Agricultural water withdrawal as % of total renewable water resources,Comoros,2018,0.3916666667,I
Agricultural water withdrawal,Comoros,2002,0.0047,I
Agricultural water withdrawal,Comoros,2007,0.0047,I
Agricultural water withdrawal,Comoros,2012,0.0047,I
Agricultural water withdrawal,Comoros,2017,0.0047,I
Agricultural water withdrawal,Comoros,2018,0.0047,I
Total agricultural water managed area,Congo,1997,2.0,I
Total agricultural water managed area,Congo,2002,2.0,I
Total agricultural water managed area,Congo,2007,2.0,I
Total agricultural water managed area,Congo,2012,2.0,I
Total agricultural water managed area,Congo,2017,2.0,I
Total agricultural water managed area,Congo,2018,2.0,I
Area equipped for irrigation: total,Congo,1997,2.0,I
Area equipped for irrigation: total,Congo,2002,2.0,I
Area equipped for irrigation: total,Congo,2007,2.0,I
Area equipped for irrigation: total,Congo,2012,2.0,I
Area equipped for irrigation: total,Congo,2017,2.0,I
Area equipped for irrigation: total,Congo,2018,2.0,I
% of agricultural GVA produced by irrigated agriculture,Congo,1997,0.1168788767,E
% of agricultural GVA produced by irrigated agriculture,Congo,2002,0.1160134161,E
% of agricultural GVA produced by irrigated agriculture,Congo,2007,0.11390482,E
% of agricultural GVA produced by irrigated agriculture,Congo,2012,0.1040690138,E
% of agricultural GVA produced by irrigated agriculture,Congo,2017,0.0997617457,E
% of agricultural GVA produced by irrigated agriculture,Congo,2018,0.0997617457,E
Ratio between rainfed and irrigated yields,Congo,1997,1.444,E
Ratio between rainfed and irrigated yields,Congo,2002,1.444,E
Ratio between rainfed and irrigated yields,Congo,2007,1.444,I
Ratio between rainfed and irrigated yields,Congo,2012,1.444,E
Ratio between rainfed and irrigated yields,Congo,2017,1.444,I
Ratio between rainfed and irrigated yields,Congo,2018,1.444,I
Agricultural water withdrawal as % of total renewable water resources,Congo,1997,0.0004918639,I
Agricultural water withdrawal as % of total renewable water resources,Congo,2002,0.0004807692,E
Agricultural water withdrawal as % of total renewable water resources,Congo,2007,0.0004807692,I
Agricultural water withdrawal as % of total renewable water resources,Congo,2012,0.0004807692,I
Agricultural water withdrawal as % of total renewable water resources,Congo,2017,0.0004807692,I
Agricultural water withdrawal as % of total renewable water resources,Congo,2018,0.0004807692,I
Agricultural water withdrawal,Congo,1997,0.0040923077,I
Agricultural water withdrawal,Congo,2007,0.004,I
Agricultural water withdrawal,Congo,2012,0.004,I
Agricultural water withdrawal,Congo,2017,0.004,I
Agricultural water withdrawal,Congo,2018,0.004,I
Irrigation water requirement,Congo,1997,0.0011,I
Irrigation water requirement,Congo,2002,0.0011,I
Irrigation water requirement,Congo,2007,0.0011,I
Irrigation water requirement,Congo,2012,0.0011,I
Irrigation water requirement,Congo,2017,0.0011,I
Irrigation water requirement,Congo,2018,0.0011,I
Total agricultural water managed area,Costa Rica,1997,103.08,E
Total agricultural water managed area,Costa Rica,2002,102.5878125,E
Total agricultural water managed area,Costa Rica,2007,102.095625,E
Total agricultural water managed area,Costa Rica,2012,101.6034375,E
Total agricultural water managed area,Costa Rica,2017,159.59,I
