,,Year,Value,Symbol
Total area of the country (excl. coastal water),Bhutan,2017,3839.4,E
Total area of the country (excl. coastal water),Bhutan,2018,3839.0,E
Cultivated area (arable land + permanent crops),Bhutan,1997,172.0,X
Cultivated area (arable land + permanent crops),Bhutan,2002,130.0,X
Cultivated area (arable land + permanent crops),Bhutan,2007,156.0,X
Cultivated area (arable land + permanent crops),Bhutan,2012,112.6,X
Cultivated area (arable land + permanent crops),Bhutan,2017,100.0,X
Cultivated area (arable land + permanent crops),Bhutan,2018,100.0,X
Total population,Bhutan,1997,551.709,X
Total population,Bhutan,2002,616.018,X
Total population,Bhutan,2007,664.876,X
Total population,Bhutan,2012,701.581,X
Total population,Bhutan,2017,745.563,X
Total population,Bhutan,2018,754.388,X
Rural population,Bhutan,1997,410.306,X
Rural population,Bhutan,2002,439.213,X
Rural population,Bhutan,2007,463.91,X
Rural population,Bhutan,2012,479.102,X
Rural population,Bhutan,2017,483.217,X
Rural population,Bhutan,2018,482.916,X
Urban population,Bhutan,1997,118.448,X
Urban population,Bhutan,2002,167.186,X
Urban population,Bhutan,2007,223.048,X
Urban population,Bhutan,2012,273.865,X
Urban population,Bhutan,2017,324.393,X
Urban population,Bhutan,2018,334.138,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bhutan,2017,0.4574,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bhutan,2018,0.4574,I
Gross Domestic Product (GDP),Bhutan,1997,356322548.0,X
Gross Domestic Product (GDP),Bhutan,2002,537046607.0,X
Gross Domestic Product (GDP),Bhutan,2007,1196090841.0,X
Gross Domestic Product (GDP),Bhutan,2012,1823690131.0,X
GDP per capita,Bhutan,1997,673.890974,X
GDP per capita,Bhutan,2002,885.632409,X
GDP per capita,Bhutan,2007,1741.141149,X
GDP per capita,Bhutan,2012,2422.005388,X
GDP per capita,Bhutan,2017,3130.235119,X
GDP per capita,Bhutan,2018,3253.532886,X
"Agriculture, value added (% GDP)",Bhutan,1997,31.051355,X
"Agriculture, value added (% GDP)",Bhutan,2002,25.518089,X
Total area of the country (excl. coastal water),Bolivia (Plurinational State of),1997,109858.0,X
Total area of the country (excl. coastal water),Bolivia (Plurinational State of),2002,109858.0,X
Total area of the country (excl. coastal water),Bolivia (Plurinational State of),2007,109858.0,X
Total area of the country (excl. coastal water),Bolivia (Plurinational State of),2012,109858.0,X
Total area of the country (excl. coastal water),Bolivia (Plurinational State of),2017,109858.0,E
Total area of the country (excl. coastal water),Bolivia (Plurinational State of),2018,109858.0,E
Cultivated area (arable land + permanent crops),Bolivia (Plurinational State of),1997,3043.0,X
Cultivated area (arable land + permanent crops),Bolivia (Plurinational State of),2002,3480.0,X
Cultivated area (arable land + permanent crops),Bolivia (Plurinational State of),2007,4390.0,X
Cultivated area (arable land + permanent crops),Bolivia (Plurinational State of),2012,4651.0,X
Cultivated area (arable land + permanent crops),Bolivia (Plurinational State of),2017,4488.0,X
Cultivated area (arable land + permanent crops),Bolivia (Plurinational State of),2018,4727.0,X
Total population,Bolivia (Plurinational State of),1997,7937.458,X
Total population,Bolivia (Plurinational State of),2002,8742.814,X
Total population,Bolivia (Plurinational State of),2007,9558.439,X
Total population,Bolivia (Plurinational State of),2012,10377.676,X
Total population,Bolivia (Plurinational State of),2017,11192.855,X
Total population,Bolivia (Plurinational State of),2018,11353.142,X
Rural population,Bolivia (Plurinational State of),1997,3131.687,X
Rural population,Bolivia (Plurinational State of),2002,3220.542,X
Rural population,Bolivia (Plurinational State of),2007,3296.72,X
Rural population,Bolivia (Plurinational State of),2012,3346.648,X
Rural population,Bolivia (Plurinational State of),2017,3417.155,X
Rural population,Bolivia (Plurinational State of),2018,3429.186,X
Urban population,Bolivia (Plurinational State of),1997,4739.168,X
Urban population,Bolivia (Plurinational State of),2002,5432.803,X
Urban population,Bolivia (Plurinational State of),2007,6144.724,X
Urban population,Bolivia (Plurinational State of),2012,6892.356,X
Urban population,Bolivia (Plurinational State of),2017,7634.445,X
Urban population,Bolivia (Plurinational State of),2018,7786.488,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bolivia (Plurinational State of),2002,0.5624,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bolivia (Plurinational State of),2007,0.5164,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bolivia (Plurinational State of),2012,0.474,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bolivia (Plurinational State of),2017,0.4443,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bolivia (Plurinational State of),2018,0.4443,I
Gross Domestic Product (GDP),Bolivia (Plurinational State of),1997,7925736316.0,X
Gross Domestic Product (GDP),Bolivia (Plurinational State of),2002,7905485150.0,X
Gross Domestic Product (GDP),Bolivia (Plurinational State of),2007,13120084507.0,X
Gross Domestic Product (GDP),Bolivia (Plurinational State of),2012,27084497483.0,X
Gross Domestic Product (GDP),Bolivia (Plurinational State of),2017,37508683068.0,X
Gross Domestic Product (GDP),Bolivia (Plurinational State of),2018,40287647931.0,X
GDP per capita,Bolivia (Plurinational State of),1997,1006.972726,X
GDP per capita,Bolivia (Plurinational State of),2002,913.575635,X
GDP per capita,Bolivia (Plurinational State of),2007,1389.626895,X
GDP per capita,Bolivia (Plurinational State of),2012,2645.227747,X
GDP per capita,Bolivia (Plurinational State of),2017,3393.959523,X
GDP per capita,Bolivia (Plurinational State of),2018,3592.084429,X
"Agriculture, value added (% GDP)",Bolivia (Plurinational State of),1997,14.918259,X
"Agriculture, value added (% GDP)",Bolivia (Plurinational State of),2002,12.955119,X
"Agriculture, value added (% GDP)",Bolivia (Plurinational State of),2007,10.011164,X
"Agriculture, value added (% GDP)",Bolivia (Plurinational State of),2012,9.812162,X
"Agriculture, value added (% GDP)",Bolivia (Plurinational State of),2017,11.589328,X
"Agriculture, value added (% GDP)",Bolivia (Plurinational State of),2018,11.481924,X
Total area of the country (excl. coastal water),Bosnia and Herzegovina,1997,5121.0,X
Total area of the country (excl. coastal water),Bosnia and Herzegovina,2002,5121.0,X
Total area of the country (excl. coastal water),Bosnia and Herzegovina,2007,5121.0,X
Total area of the country (excl. coastal water),Bosnia and Herzegovina,2012,5121.0,X
Total area of the country (excl. coastal water),Bosnia and Herzegovina,2017,5121.0,E
Total area of the country (excl. coastal water),Bosnia and Herzegovina,2018,5121.0,E
Cultivated area (arable land + permanent crops),Bosnia and Herzegovina,1997,1015.0,X
Cultivated area (arable land + permanent crops),Bosnia and Herzegovina,2002,1093.0,X
Cultivated area (arable land + permanent crops),Bosnia and Herzegovina,2007,1117.0,X
Cultivated area (arable land + permanent crops),Bosnia and Herzegovina,2012,1108.0,X
Cultivated area (arable land + permanent crops),Bosnia and Herzegovina,2017,1167.0,X
Cultivated area (arable land + permanent crops),Bosnia and Herzegovina,2018,1129.0,X
Total population,Bosnia and Herzegovina,1997,3736.07,X
Total population,Bosnia and Herzegovina,2002,3759.387,X
Total population,Bosnia and Herzegovina,2007,3762.786,X
Total population,Bosnia and Herzegovina,2012,3604.972,X
Total population,Bosnia and Herzegovina,2017,3351.525,X
Total population,Bosnia and Herzegovina,2018,3323.925,X
Rural population,Bosnia and Herzegovina,1997,2197.363,X
Rural population,Bosnia and Herzegovina,2002,2151.678,X
Rural population,Bosnia and Herzegovina,2007,2090.767,X
Rural population,Bosnia and Herzegovina,2012,1962.769,X
Rural population,Bosnia and Herzegovina,2017,1828.006,X
Rural population,Bosnia and Herzegovina,2018,1813.259,X
Urban population,Bosnia and Herzegovina,1997,1555.068,X
Urban population,Bosnia and Herzegovina,2002,1624.129,X
Urban population,Bosnia and Herzegovina,2007,1683.233,X
Urban population,Bosnia and Herzegovina,2012,1685.431,X
Urban population,Bosnia and Herzegovina,2017,1679.011,X
Urban population,Bosnia and Herzegovina,2018,1690.295,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bosnia and Herzegovina,2017,0.2007,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bosnia and Herzegovina,2018,0.2007,I
Gross Domestic Product (GDP),Bosnia and Herzegovina,1997,3879200611.0,X
Gross Domestic Product (GDP),Bosnia and Herzegovina,2002,6896386224.0,X
Gross Domestic Product (GDP),Bosnia and Herzegovina,2007,15778737138.0,X
Gross Domestic Product (GDP),Bosnia and Herzegovina,2012,17226736264.0,X
Gross Domestic Product (GDP),Bosnia and Herzegovina,2017,18080610875.0,X
GDP per capita,Bosnia and Herzegovina,1997,1033.783329,X
GDP per capita,Bosnia and Herzegovina,2002,1826.466825,X
GDP per capita,Bosnia and Herzegovina,2007,4180.905442,X
GDP per capita,Bosnia and Herzegovina,2012,4721.98242,X
GDP per capita,Bosnia and Herzegovina,2017,5155.552675,X
GDP per capita,Bosnia and Herzegovina,2018,5646.252354,X
"Agriculture, value added (% GDP)",Bosnia and Herzegovina,1997,17.518046,X
"Agriculture, value added (% GDP)",Bosnia and Herzegovina,2002,8.570424,X
"Agriculture, value added (% GDP)",Bosnia and Herzegovina,2007,7.704953,X
"Agriculture, value added (% GDP)",Bosnia and Herzegovina,2012,6.137671,X
"Agriculture, value added (% GDP)",Bosnia and Herzegovina,2017,5.601858,X
Total area of the country (excl. coastal water),Botswana,1997,58173.0,X
Total area of the country (excl. coastal water),Botswana,2002,58173.0,X
Total area of the country (excl. coastal water),Botswana,2007,58173.0,X
Total area of the country (excl. coastal water),Botswana,2012,58173.0,X
Total area of the country (excl. coastal water),Botswana,2017,58173.0,E
Total area of the country (excl. coastal water),Botswana,2018,58173.0,E
Cultivated area (arable land + permanent crops),Botswana,1997,301.0,X
Cultivated area (arable land + permanent crops),Botswana,2002,246.0,X
Cultivated area (arable land + permanent crops),Botswana,2007,184.0,X
Cultivated area (arable land + permanent crops),Botswana,2012,287.0,X
Cultivated area (arable land + permanent crops),Botswana,2017,261.6,X
Cultivated area (arable land + permanent crops),Botswana,2018,261.6,X
Total population,Botswana,1997,1540.425,X
Total population,Botswana,2002,1704.642,X
Total population,Botswana,2007,1875.459,X
Total population,Botswana,2012,2039.556,X
Total population,Botswana,2017,2205.08,X
Total population,Botswana,2018,2254.068,X
Rural population,Botswana,1997,807.729,X
Rural population,Botswana,2002,808.627,X
Rural population,Botswana,2007,805.426,X
Rural population,Botswana,2012,736.104,X
Rural population,Botswana,2017,717.29,X
Rural population,Botswana,2018,712.875,X
Urban population,Botswana,1997,829.906,X
Urban population,Botswana,2002,971.326,X
Urban population,Botswana,2007,1108.988,X
Urban population,Botswana,2012,1353.211,X
Urban population,Botswana,2017,1574.371,X
Urban population,Botswana,2018,1620.326,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Botswana,2002,0.5314,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Botswana,2007,0.5198,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Botswana,2012,0.4896666667,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Botswana,2017,0.4801,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Botswana,2018,0.4801,I
Gross Domestic Product (GDP),Botswana,1997,5020265168.0,X
Gross Domestic Product (GDP),Botswana,2002,5438851395.0,X
Gross Domestic Product (GDP),Botswana,2007,10939025528.0,X
GDP per capita,Botswana,1997,3065.558057,X
GDP per capita,Botswana,2002,3055.615173,X
GDP per capita,Botswana,2007,5714.033395,X
GDP per capita,Botswana,2012,6901.907802,X
GDP per capita,Botswana,2017,7595.147598,X
GDP per capita,Botswana,2018,7978.140216,X
"Agriculture, value added (% GDP)",Botswana,1997,3.542706,X
"Agriculture, value added (% GDP)",Botswana,2002,2.425626,X
"Agriculture, value added (% GDP)",Botswana,2007,2.240729,X
Total area of the country (excl. coastal water),Brazil,1997,851577.0,X
Total area of the country (excl. coastal water),Brazil,2002,851577.0,X
Total area of the country (excl. coastal water),Brazil,2007,851577.0,X
Total area of the country (excl. coastal water),Brazil,2012,851577.0,X
Total area of the country (excl. coastal water),Brazil,2017,851577.0,E
Total area of the country (excl. coastal water),Brazil,2018,851577.0,E
Cultivated area (arable land + permanent crops),Brazil,1997,52011.0,X
Cultivated area (arable land + permanent crops),Brazil,2002,56776.0,X
Cultivated area (arable land + permanent crops),Brazil,2007,60859.0,X
Cultivated area (arable land + permanent crops),Brazil,2012,62189.0,X
Cultivated area (arable land + permanent crops),Brazil,2017,63517.8,X
Cultivated area (arable land + permanent crops),Brazil,2018,63518.0,X
Total population,Brazil,1997,167209.04,X
Total population,Brazil,2002,179537.52,X
Total population,Brazil,2007,190130.443,X
Total population,Brazil,2012,199287.299,X
Total population,Brazil,2017,207833.823,X
Total population,Brazil,2018,209469.323,X
Rural population,Brazil,1997,35104.713,X
Rural population,Brazil,2002,32643.261,X
Rural population,Brazil,2007,31618.718,X
Rural population,Brazil,2012,30238.865,X
Rural population,Brazil,2017,28654.406,X
Rural population,Brazil,2018,28321.495,X
Urban population,Brazil,1997,132440.451,X
Urban population,Brazil,2002,147507.76,X
Urban population,Brazil,2007,159407.919,X
Urban population,Brazil,2012,170322.118,X
Urban population,Brazil,2017,180633.872,X
Urban population,Brazil,2018,182546.459,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Brazil,2002,0.4982,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Brazil,2007,0.4622,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Brazil,2012,0.4426666667,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Brazil,2017,0.4569,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Brazil,2018,0.4569,I
Gross Domestic Product (GDP),Brazil,1997,881512355620.0,X
Gross Domestic Product (GDP),Brazil,2002,512030132311.0,X
Gross Domestic Product (GDP),Brazil,2007,1397114247307.0,X
Gross Domestic Product (GDP),Brazil,2012,2465228293863.0,X
GDP per capita,Brazil,1997,5261.341686,X
GDP per capita,Brazil,2002,2842.227202,X
GDP per capita,Brazil,2007,7313.714303,X
GDP per capita,Brazil,2012,12291.664395,X
GDP per capita,Brazil,2017,9812.31098,X
GDP per capita,Brazil,2018,8861.531858,X
"Agriculture, value added (% GDP)",Brazil,1997,4.600884,X
"Agriculture, value added (% GDP)",Brazil,2002,5.495626,X
"Agriculture, value added (% GDP)",Brazil,2007,4.416926,X
"Agriculture, value added (% GDP)",Brazil,2012,4.168328,X
Total area of the country (excl. coastal water),Brunei Darussalam,1997,577.0,X
Total area of the country (excl. coastal water),Brunei Darussalam,2002,577.0,X
Total area of the country (excl. coastal water),Brunei Darussalam,2007,577.0,X
Total area of the country (excl. coastal water),Brunei Darussalam,2012,577.0,X
Total area of the country (excl. coastal water),Brunei Darussalam,2017,577.0,E
Total area of the country (excl. coastal water),Brunei Darussalam,2018,577.0,E
Cultivated area (arable land + permanent crops),Brunei Darussalam,1997,6.0,X
Cultivated area (arable land + permanent crops),Brunei Darussalam,2002,7.0,X
Cultivated area (arable land + permanent crops),Brunei Darussalam,2007,8.0,X
Cultivated area (arable land + permanent crops),Brunei Darussalam,2012,10.0,X
Total population,Brunei Darussalam,1997,311.958,X
Total population,Brunei Darussalam,2002,346.782,X
Total population,Brunei Darussalam,2007,374.965,X
Total population,Brunei Darussalam,2012,398.989,X
Total population,Brunei Darussalam,2017,424.473,X
Total population,Brunei Darussalam,2018,428.963,X
Rural population,Brunei Darussalam,1997,94.653,X
Rural population,Brunei Darussalam,2002,96.965,X
Rural population,Brunei Darussalam,2007,97.871,X
Rural population,Brunei Darussalam,2012,97.314,X
Rural population,Brunei Darussalam,2017,97.263,X
Rural population,Brunei Darussalam,2018,97.106,X
Urban population,Brunei Darussalam,1997,217.385,X
Urban population,Brunei Darussalam,2002,249.902,X
Urban population,Brunei Darussalam,2007,276.993,X
Urban population,Brunei Darussalam,2012,302.434,X
Urban population,Brunei Darussalam,2017,331.434,X
Urban population,Brunei Darussalam,2018,336.97,X
Gross Domestic Product (GDP),Brunei Darussalam,1997,5758127022.0,X
Gross Domestic Product (GDP),Brunei Darussalam,2002,6474732994.0,X
Gross Domestic Product (GDP),Brunei Darussalam,2007,13570654027.0,X
Gross Domestic Product (GDP),Brunei Darussalam,2012,19048443088.0,X
Gross Domestic Product (GDP),Brunei Darussalam,2017,12128166606.0,X
Gross Domestic Product (GDP),Brunei Darussalam,2018,13566912772.0,X
GDP per capita,Brunei Darussalam,1997,18453.28781,X
GDP per capita,Brunei Darussalam,2002,18666.327423,X
GDP per capita,Brunei Darussalam,2007,36201.539831,X
GDP per capita,Brunei Darussalam,2012,47651.127932,X
GDP per capita,Brunei Darussalam,2017,28290.766219,X
GDP per capita,Brunei Darussalam,2018,31254.694506,X
"Agriculture, value added (% GDP)",Brunei Darussalam,1997,1.187956,X
"Agriculture, value added (% GDP)",Brunei Darussalam,2002,1.05496,X
"Agriculture, value added (% GDP)",Brunei Darussalam,2007,0.66532,X
"Agriculture, value added (% GDP)",Brunei Darussalam,2012,0.655157,X
"Agriculture, value added (% GDP)",Brunei Darussalam,2017,1.086451,X
"Agriculture, value added (% GDP)",Brunei Darussalam,2018,1.017642,X
Total area of the country (excl. coastal water),Bulgaria,1997,11099.0,X
Total area of the country (excl. coastal water),Bulgaria,2002,11099.0,X
Total area of the country (excl. coastal water),Bulgaria,2007,11100.0,X
Total area of the country (excl. coastal water),Bulgaria,2012,11100.0,X
Total area of the country (excl. coastal water),Bulgaria,2017,11095.0,E
Total area of the country (excl. coastal water),Bulgaria,2018,11095.0,E
Cultivated area (arable land + permanent crops),Bulgaria,1997,4497.0,X
Cultivated area (arable land + permanent crops),Bulgaria,2002,3583.0,X
Cultivated area (arable land + permanent crops),Bulgaria,2007,3274.0,X
Cultivated area (arable land + permanent crops),Bulgaria,2012,3476.0,X
Cultivated area (arable land + permanent crops),Bulgaria,2017,3637.17,X
Cultivated area (arable land + permanent crops),Bulgaria,2018,3631.0,X
Total population,Bulgaria,1997,8211.814,X
Total population,Bulgaria,2002,7866.239,X
Total population,Bulgaria,2007,7576.672,X
Total population,Bulgaria,2012,7334.003,X
Total population,Bulgaria,2017,7102.444,X
Total population,Bulgaria,2018,7051.608,X
Rural population,Bulgaria,1997,2608.765,X
Rural population,Bulgaria,2002,2397.299,X
Rural population,Bulgaria,2007,2173.353,X
Rural population,Bulgaria,2012,1975.613,X
Rural population,Bulgaria,2017,1794.614,X
Rural population,Bulgaria,2018,1758.643,X
Urban population,Bulgaria,1997,5602.961,X
Urban population,Bulgaria,2002,5468.787,X
Urban population,Bulgaria,2007,5393.596,X
Urban population,Bulgaria,2012,5334.77,X
Urban population,Bulgaria,2017,5289.957,X
Urban population,Bulgaria,2018,5278.205,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bulgaria,2007,0.2252,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bulgaria,2012,0.2146666667,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bulgaria,2017,0.2116,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Bulgaria,2018,0.2116,I
Gross Domestic Product (GDP),Bulgaria,1997,11316151824.0,X
Gross Domestic Product (GDP),Bulgaria,2002,16403038072.0,X
Gross Domestic Product (GDP),Bulgaria,2007,44403554809.0,X
Gross Domestic Product (GDP),Bulgaria,2012,54012023258.0,X
Gross Domestic Product (GDP),Bulgaria,2017,58951516170.0,X
Gross Domestic Product (GDP),Bulgaria,2018,66199180266.0,X
GDP per capita,Bulgaria,1997,1378.047907,X
GDP per capita,Bulgaria,2002,2085.285881,X
GDP per capita,Bulgaria,2007,5868.092253,X
GDP per capita,Bulgaria,2012,7388.398564,X
GDP per capita,Bulgaria,2017,8321.113046,X
GDP per capita,Bulgaria,2018,9407.504648,X
"Agriculture, value added (% GDP)",Bulgaria,1997,20.476661,X
"Agriculture, value added (% GDP)",Bulgaria,2002,9.710673,X
"Agriculture, value added (% GDP)",Bulgaria,2007,4.654644,X
"Agriculture, value added (% GDP)",Bulgaria,2012,4.408763,X
"Agriculture, value added (% GDP)",Bulgaria,2017,4.036052,X
"Agriculture, value added (% GDP)",Bulgaria,2018,3.371263,X
Total area of the country (excl. coastal water),Burkina Faso,1997,27422.0,X
Total area of the country (excl. coastal water),Burkina Faso,2002,27422.0,X
Total area of the country (excl. coastal water),Burkina Faso,2007,27422.0,X
Total area of the country (excl. coastal water),Burkina Faso,2012,27422.0,X
Total area of the country (excl. coastal water),Burkina Faso,2017,27422.0,E
Total area of the country (excl. coastal water),Burkina Faso,2018,27422.0,E
Cultivated area (arable land + permanent crops),Burkina Faso,1997,3850.0,X
Cultivated area (arable land + permanent crops),Burkina Faso,2002,4770.0,X
Cultivated area (arable land + permanent crops),Burkina Faso,2007,4970.0,X
Cultivated area (arable land + permanent crops),Burkina Faso,2012,6100.0,X
Cultivated area (arable land + permanent crops),Burkina Faso,2017,6100.0,X
Cultivated area (arable land + permanent crops),Burkina Faso,2018,6100.0,X
Total population,Burkina Faso,1997,10665.546,X
Total population,Burkina Faso,2002,12293.1,X
Total population,Burkina Faso,2007,14252.021,X
Total population,Burkina Faso,2012,16571.253,X
Total population,Burkina Faso,2017,19193.234,X
Total population,Burkina Faso,2018,19751.466,X
Rural population,Burkina Faso,1997,8972.419,X
Rural population,Burkina Faso,2002,9925.754,X
Rural population,Burkina Faso,2007,10974.579,X
Rural population,Burkina Faso,2012,12301.228,X
Rural population,Burkina Faso,2017,13676.652,X
Rural population,Burkina Faso,2018,13952.881,X
Urban population,Burkina Faso,1997,1693.127,X
Urban population,Burkina Faso,2002,2367.346,X
Urban population,Burkina Faso,2007,3277.442,X
Urban population,Burkina Faso,2012,4269.988,X
Urban population,Burkina Faso,2017,5516.73,X
Urban population,Burkina Faso,2018,5798.77,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Burkina Faso,2017,0.6313,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Burkina Faso,2018,0.6313,I
Gross Domestic Product (GDP),Burkina Faso,1997,2781167908.0,X
GDP per capita,Burkina Faso,1997,260.761888,X
GDP per capita,Burkina Faso,2002,293.283995,X
GDP per capita,Burkina Faso,2007,534.351684,X
GDP per capita,Burkina Faso,2012,758.044678,X
GDP per capita,Burkina Faso,2017,738.274757,X
GDP per capita,Burkina Faso,2018,820.166756,X
"Agriculture, value added (% GDP)",Burkina Faso,1997,27.780888,X
Total area of the country (excl. coastal water),Burundi,1997,2783.0,X
Total area of the country (excl. coastal water),Burundi,2002,2783.0,X
Total area of the country (excl. coastal water),Burundi,2007,2783.0,X
Total area of the country (excl. coastal water),Burundi,2012,2783.0,X
Total area of the country (excl. coastal water),Burundi,2017,2783.0,E
Total area of the country (excl. coastal water),Burundi,2018,2783.0,E
Cultivated area (arable land + permanent crops),Burundi,1997,1310.0,X
Cultivated area (arable land + permanent crops),Burundi,2002,1351.0,X
Cultivated area (arable land + permanent crops),Burundi,2007,1250.0,X
Cultivated area (arable land + permanent crops),Burundi,2012,1450.0,X
Cultivated area (arable land + permanent crops),Burundi,2017,1550.0,X
Cultivated area (arable land + permanent crops),Burundi,2018,1550.0,X
Total population,Burundi,1997,6122.13,X
Total population,Burundi,2002,6704.113,X
Total population,Burundi,2007,7862.214,X
Total population,Burundi,2012,9245.988,X
Total population,Burundi,2017,10827.019,X
Total population,Burundi,2018,11175.374,X
Rural population,Burundi,1997,5646.459,X
Rural population,Burundi,2002,6156.269,X
Rural population,Burundi,2007,7156.384,X
Rural population,Burundi,2012,8276.416,X
Rural population,Burundi,2017,9483.827,X
Rural population,Burundi,2018,9754.746,X
Urban population,Burundi,1997,465.638,X
Urban population,Burundi,2002,585.3,X
Urban population,Burundi,2007,783.189,X
Urban population,Burundi,2012,1043.294,X
Urban population,Burundi,2017,1380.418,X
Urban population,Burundi,2018,1461.704,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Burundi,2002,0.571,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Burundi,2007,0.5216,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Burundi,2012,0.5026666667,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Burundi,2017,0.4916,I
Gender Inequality Index (GII) [equality = 0; inequality = 1),Burundi,2018,0.4916,I
Gross Domestic Product (GDP),Burundi,1997,972854234.0,X
Gross Domestic Product (GDP),Burundi,2002,628101556.0,X
Gross Domestic Product (GDP),Burundi,2007,1356198462.0,X
Gross Domestic Product (GDP),Burundi,2012,2327401670.0,X
Gross Domestic Product (GDP),Burundi,2017,3217016810.0,X
GDP per capita,Burundi,1997,159.168651,X
GDP per capita,Burundi,2002,93.168453,X
GDP per capita,Burundi,2007,170.815038,X
GDP per capita,Burundi,2012,249.72898,X
GDP per capita,Burundi,2017,296.110481,X
GDP per capita,Burundi,2018,292.886814,X
"Agriculture, value added (% GDP)",Burundi,1997,48.443522,X
"Agriculture, value added (% GDP)",Burundi,2002,36.469381,X
"Agriculture, value added (% GDP)",Burundi,2007,34.934196,X
"Agriculture, value added (% GDP)",Burundi,2012,35.510486,X
"Agriculture, value added (% GDP)",Burundi,2017,37.279454,X
"Agriculture, value added (% GDP)",Burundi,2018,36.027555,X
Total area of the country (excl. coastal water),Cabo Verde,1997,403.0,X
Total area of the country (excl. coastal water),Cabo Verde,2002,403.0,X
Total area of the country (excl. coastal water),Cabo Verde,2007,403.0,X
Total area of the country (excl. coastal water),Cabo Verde,2012,403.0,X
Total area of the country (excl. coastal water),Cabo Verde,2017,403.0,E
Total area of the country (excl. coastal water),Cabo Verde,2018,403.0,E
Cultivated area (arable land + permanent crops),Cabo Verde,1997,47.0,X
Cultivated area (arable land + permanent crops),Cabo Verde,2002,49.0,X
Cultivated area (arable land + permanent crops),Cabo Verde,2007,51.0,X
Cultivated area (arable land + permanent crops),Cabo Verde,2012,59.0,X
Cultivated area (arable land + permanent crops),Cabo Verde,2017,54.0,X
Cultivated area (arable land + permanent crops),Cabo Verde,2018,54.0,X
Total population,Cabo Verde,1997,404.259,X
Total population,Cabo Verde,2002,442.951,X
Total population,Cabo Verde,2007,475.06,X
Total population,Cabo Verde,2012,505.235,X
Total population,Cabo Verde,2017,537.498,X
Total population,Cabo Verde,2018,543.767,X
Rural population,Cabo Verde,1997,201.486,X
Rural population,Cabo Verde,2002,202.789,X
Rural population,Cabo Verde,2007,197.671,X
Rural population,Cabo Verde,2012,191.091,X
Rural population,Cabo Verde,2017,189.808,X
Rural population,Cabo Verde,2018,189.62,X
Urban population,Cabo Verde,1997,206.689,X
Urban population,Cabo Verde,2002,249.317,X
Urban population,Cabo Verde,2007,288.767,X
Urban population,Cabo Verde,2012,322.888,X
Urban population,Cabo Verde,2017,356.58,X
Urban population,Cabo Verde,2018,363.715,X
Gross Domestic Product (GDP),Cabo Verde,1997,561064843.0,X
Gross Domestic Product (GDP),Cabo Verde,2002,706213173.0,X
Gross Domestic Product (GDP),Cabo Verde,2007,1513937453.0,X
Gross Domestic Product (GDP),Cabo Verde,2012,1751887839.0,X
Gross Domestic Product (GDP),Cabo Verde,2017,1769786532.0,X
GDP per capita,Cabo Verde,1997,1374.569347,X
GDP per capita,Cabo Verde,2002,1562.052203,X
GDP per capita,Cabo Verde,2007,3112.292734,X
GDP per capita,Cabo Verde,2012,3408.481356,X
GDP per capita,Cabo Verde,2017,3239.065521,X
GDP per capita,Cabo Verde,2018,3572.545968,X
"Agriculture, value added (% GDP)",Cabo Verde,1997,13.765196,X
"Agriculture, value added (% GDP)",Cabo Verde,2002,12.269258,X
"Agriculture, value added (% GDP)",Cabo Verde,2007,8.517717,X
"Agriculture, value added (% GDP)",Cabo Verde,2012,8.446544,X
"Agriculture, value added (% GDP)",Cabo Verde,2017,6.73869,X
Total area of the country (excl. coastal water),Cambodia,1997,18104.0,X
Total area of the country (excl. coastal water),Cambodia,2002,18104.0,X
Total area of the country (excl. coastal water),Cambodia,2007,18104.0,X
Total area of the country (excl. coastal water),Cambodia,2012,18104.0,X
