,Area,Item,Element,Year,Unit,Value
817726,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,1991,Gigagrams,0.0
817727,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,1992,Gigagrams,0.0
817728,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,1993,Gigagrams,0.0
817729,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,1994,Gigagrams,0.0
817730,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,1995,Gigagrams,0.0
817731,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,1996,Gigagrams,0.0
817732,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,1997,Gigagrams,0.0
817733,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,1998,Gigagrams,0.0
817734,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,1999,Gigagrams,0.0
817735,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,2000,Gigagrams,0.0
817736,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,2001,Gigagrams,0.0
817737,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,2002,Gigagrams,0.0
817738,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,2003,Gigagrams,0.0
817739,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,2004,Gigagrams,0.0
817740,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,2005,Gigagrams,0.0
817741,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,2006,Gigagrams,0.0
817742,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,2007,Gigagrams,0.0
817743,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,2008,Gigagrams,0.0
817744,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,2009,Gigagrams,0.0
817745,OECD,"Residential, commercial, institutional and AFF",Share of sector in total F-gases emissions,2010,Gigagrams,0.0
817746,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,1990,%,96.832
817747,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,1991,%,96.8166
817748,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,1992,%,96.8447
817749,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,1993,%,96.9006
817750,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,1994,%,96.9771
817751,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,1995,%,97.0219
817752,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,1996,%,97.1352
817753,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,1997,%,97.1353
817754,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,1998,%,97.1014
817755,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,1999,%,97.1801
817756,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,2000,%,97.202
817757,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,2001,%,97.2699
817758,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,2002,%,97.3515
817759,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,2003,%,97.3852
817760,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,2004,%,97.3242
817761,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,2005,%,97.2738
817762,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,2006,%,97.157
817763,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,2007,%,97.1086
817764,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,2008,%,97.0423
817765,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,2009,%,96.9877
817766,OECD,"Residential, commercial, institutional and AFF",Share of CO2 in sector emissions,2010,%,96.8735
817767,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,1990,%,2.1125
817768,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,1991,%,2.1401
817769,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,1992,%,2.0723
817770,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,1993,%,2.0494
817771,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,1994,%,1.9497
817772,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,1995,%,1.8974
817773,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,1996,%,1.8181
817774,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,1997,%,1.7786
817775,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,1998,%,1.7899
817776,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,1999,%,1.7275
817777,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,2000,%,1.6935
817778,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,2001,%,1.6372
817779,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,2002,%,1.5731
817780,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,2003,%,1.6074
817781,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,2004,%,1.6092
817782,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,2005,%,1.6409
817783,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,2006,%,1.7251
817784,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,2007,%,1.7707
817785,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,2008,%,1.8315
817786,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,2009,%,1.8853
817787,OECD,"Residential, commercial, institutional and AFF",Share of CH4 in sector emissions,2010,%,1.9913
817788,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,1990,%,1.0555
817789,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,1991,%,1.0433
817790,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,1992,%,1.083
817791,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,1993,%,1.0499
817792,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,1994,%,1.0732
817793,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,1995,%,1.0807
817794,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,1996,%,1.0466
817795,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,1997,%,1.0861
817796,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,1998,%,1.1087
817797,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,1999,%,1.0924
817798,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,2000,%,1.1045
817799,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,2001,%,1.0929
817800,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,2002,%,1.0754
817801,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,2003,%,1.0074
817802,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,2004,%,1.0666
817803,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,2005,%,1.0853
817804,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,2006,%,1.1179
817805,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,2007,%,1.1207
817806,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,2008,%,1.1262
817807,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,2009,%,1.127
817808,OECD,"Residential, commercial, institutional and AFF",Share of N2O in sector emissions,2010,%,1.1352
817809,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,1990,Gigagrams,0.0
817810,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,1991,Gigagrams,0.0
817811,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,1992,Gigagrams,0.0
817812,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,1993,Gigagrams,0.0
817813,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,1994,Gigagrams,0.0
817814,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,1995,Gigagrams,0.0
817815,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,1996,Gigagrams,0.0
817816,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,1997,Gigagrams,0.0
817817,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,1998,Gigagrams,0.0
817818,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,1999,Gigagrams,0.0
817819,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,2000,Gigagrams,0.0
817820,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,2001,Gigagrams,0.0
817821,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,2002,Gigagrams,0.0
817822,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,2003,Gigagrams,0.0
817823,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,2004,Gigagrams,0.0
817824,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,2005,Gigagrams,0.0
817825,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,2006,Gigagrams,0.0
817826,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,2007,Gigagrams,0.0
817827,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,2008,Gigagrams,0.0
817828,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,2009,Gigagrams,0.0
817829,OECD,"Residential, commercial, institutional and AFF",Share of F-gases in sector emissions,2010,Gigagrams,0.0
817830,OECD,Industrial processes and product use,Emissions (CO2eq),1990,Gigagrams,947674.297
817831,OECD,Industrial processes and product use,Emissions (CO2eq),1991,Gigagrams,947558.0582
817832,OECD,Industrial processes and product use,Emissions (CO2eq),1992,Gigagrams,955990.9213
817833,OECD,Industrial processes and product use,Emissions (CO2eq),1993,Gigagrams,963275.3609
817834,OECD,Industrial processes and product use,Emissions (CO2eq),1994,Gigagrams,1006247.8305
817835,OECD,Industrial processes and product use,Emissions (CO2eq),1995,Gigagrams,1044346.2179
817836,OECD,Industrial processes and product use,Emissions (CO2eq),1996,Gigagrams,1065295.911
817837,OECD,Industrial processes and product use,Emissions (CO2eq),1997,Gigagrams,1085331.3432
817838,OECD,Industrial processes and product use,Emissions (CO2eq),1998,Gigagrams,1065514.7887
817839,OECD,Industrial processes and product use,Emissions (CO2eq),1999,Gigagrams,1056141.8181
817840,OECD,Industrial processes and product use,Emissions (CO2eq),2000,Gigagrams,1046345.2754
817841,OECD,Industrial processes and product use,Emissions (CO2eq),2001,Gigagrams,1026875.03
817842,OECD,Industrial processes and product use,Emissions (CO2eq),2002,Gigagrams,1054219.8876
817843,OECD,Industrial processes and product use,Emissions (CO2eq),2003,Gigagrams,1085285.6655
817844,OECD,Industrial processes and product use,Emissions (CO2eq),2004,Gigagrams,1133316.6222
817845,OECD,Industrial processes and product use,Emissions (CO2eq),2005,Gigagrams,1163018.9753
817846,OECD,Industrial processes and product use,Emissions (CO2eq),2006,Gigagrams,1202876.8114
817847,OECD,Industrial processes and product use,Emissions (CO2eq),2007,Gigagrams,1241018.0819
817848,OECD,Industrial processes and product use,Emissions (CO2eq),2008,Gigagrams,1238278.1063
817849,OECD,Industrial processes and product use,Emissions (CO2eq),2009,Gigagrams,1220344.0328
817850,OECD,Industrial processes and product use,Emissions (CO2eq),2010,Gigagrams,1317536.7794
817851,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,1990,Gigagrams,581250.3411
817852,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,1991,Gigagrams,572198.7835
817853,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,1992,Gigagrams,583402.1064
817854,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,1993,Gigagrams,582739.9925
817855,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,1994,Gigagrams,607585.4019
817856,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,1995,Gigagrams,613030.8638
817857,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,1996,Gigagrams,614091.8647
817858,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,1997,Gigagrams,625002.7232
817859,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,1998,Gigagrams,618471.2954
817860,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,1999,Gigagrams,621697.5591
817861,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,2000,Gigagrams,629549.0623
817862,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,2001,Gigagrams,601827.2943
817863,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,2002,Gigagrams,609580.1963
817864,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,2003,Gigagrams,613518.8389
817865,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,2004,Gigagrams,634725.5951
817866,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,2005,Gigagrams,634475.5335
817867,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,2006,Gigagrams,649279.9803
817868,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,2007,Gigagrams,656243.5263
817869,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,2008,Gigagrams,630142.8295
817870,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,2009,Gigagrams,565836.0428
817871,OECD,Industrial processes and product use,Emissions (CO2eq) from CO2,2010,Gigagrams,598906.8555
817872,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,1990,Gigagrams,1770.1987
817873,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,1991,Gigagrams,1771.3944
817874,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,1992,Gigagrams,1784.0612
817875,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,1993,Gigagrams,1823.3968
817876,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,1994,Gigagrams,1937.5096
817877,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,1995,Gigagrams,1992.3218
817878,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,1996,Gigagrams,1987.7649
817879,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,1997,Gigagrams,2065.5429
817880,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,1998,Gigagrams,2034.7678
817881,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,1999,Gigagrams,2063.2328
817882,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,2000,Gigagrams,2066.6733
817883,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,2001,Gigagrams,1960.3542
817884,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,2002,Gigagrams,1925.4795
817885,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,2003,Gigagrams,1888.7982
817886,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,2004,Gigagrams,1950.5801
817887,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,2005,Gigagrams,1936.031
817888,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,2006,Gigagrams,1922.5022
817889,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,2007,Gigagrams,1943.3642
817890,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,2008,Gigagrams,1902.4011
817891,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,2009,Gigagrams,1891.7134
817892,OECD,Industrial processes and product use,Emissions (CO2eq) from CH4,2010,Gigagrams,1922.2276
817893,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,1990,Gigagrams,168651.8512
817894,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,1991,Gigagrams,167497.4255
817895,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,1992,Gigagrams,168384.8973
817896,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,1993,Gigagrams,165306.9375
817897,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,1994,Gigagrams,177283.0315
817898,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,1995,Gigagrams,184103.7913
817899,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,1996,Gigagrams,189283.6587
817900,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,1997,Gigagrams,188527.3629
817901,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,1998,Gigagrams,151838.7931
817902,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,1999,Gigagrams,119677.0629
817903,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,2000,Gigagrams,126618.9131
817904,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,2001,Gigagrams,117304.4567
817905,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,2002,Gigagrams,110350.9783
817906,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,2003,Gigagrams,110851.5125
817907,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,2004,Gigagrams,109004.0574
817908,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,2005,Gigagrams,107847.9403
817909,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,2006,Gigagrams,96863.6029
817910,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,2007,Gigagrams,96021.6161
817911,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,2008,Gigagrams,88059.5431
817912,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,2009,Gigagrams,79280.3728
817913,OECD,Industrial processes and product use,Emissions (CO2eq) from N2O,2010,Gigagrams,67606.0943
817914,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,1990,Gigagrams,196001.906
817915,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,1991,Gigagrams,206090.4548
817916,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,1992,Gigagrams,202419.8563
817917,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,1993,Gigagrams,213405.0341
817918,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,1994,Gigagrams,219441.8875
817919,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,1995,Gigagrams,245219.2409
817920,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,1996,Gigagrams,259932.6227
817921,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,1997,Gigagrams,269735.7142
817922,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,1998,Gigagrams,293169.9324
817923,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,1999,Gigagrams,312703.9633
817924,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,2000,Gigagrams,288110.6267
817925,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,2001,Gigagrams,305782.9248
817926,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,2002,Gigagrams,332363.2335
817927,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,2003,Gigagrams,359026.5159
817928,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,2004,Gigagrams,387636.3895
817929,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,2005,Gigagrams,418759.4706
817930,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,2006,Gigagrams,454810.726
817931,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,2007,Gigagrams,486809.5754
817932,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,2008,Gigagrams,518173.3326
817933,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,2009,Gigagrams,573335.9037
817934,OECD,Industrial processes and product use,Emissions (CO2eq) from F-gases,2010,Gigagrams,649101.602
817935,OECD,Industrial processes and product use,Share of sector in total emissions,1990,%,6.3876
817936,OECD,Industrial processes and product use,Share of sector in total emissions,1991,%,6.3815
817937,OECD,Industrial processes and product use,Share of sector in total emissions,1992,%,6.3989
817938,OECD,Industrial processes and product use,Share of sector in total emissions,1993,%,6.3158
817939,OECD,Industrial processes and product use,Share of sector in total emissions,1994,%,6.502
817940,OECD,Industrial processes and product use,Share of sector in total emissions,1995,%,6.6768
817941,OECD,Industrial processes and product use,Share of sector in total emissions,1996,%,6.6599
817942,OECD,Industrial processes and product use,Share of sector in total emissions,1997,%,6.734
817943,OECD,Industrial processes and product use,Share of sector in total emissions,1998,%,6.549
817944,OECD,Industrial processes and product use,Share of sector in total emissions,1999,%,6.4771
817945,OECD,Industrial processes and product use,Share of sector in total emissions,2000,%,6.3299
817946,OECD,Industrial processes and product use,Share of sector in total emissions,2001,%,6.2284
817947,OECD,Industrial processes and product use,Share of sector in total emissions,2002,%,6.306
817948,OECD,Industrial processes and product use,Share of sector in total emissions,2003,%,6.4117
817949,OECD,Industrial processes and product use,Share of sector in total emissions,2004,%,6.6295
817950,OECD,Industrial processes and product use,Share of sector in total emissions,2005,%,6.8099
817951,OECD,Industrial processes and product use,Share of sector in total emissions,2006,%,7.0014
817952,OECD,Industrial processes and product use,Share of sector in total emissions,2007,%,7.1155
817953,OECD,Industrial processes and product use,Share of sector in total emissions,2008,%,7.2863
817954,OECD,Industrial processes and product use,Share of sector in total emissions,2009,%,7.5192
817955,OECD,Industrial processes and product use,Share of sector in total emissions,2010,%,7.8615
817956,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,1990,%,4.8671
817957,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,1991,%,4.7763
817958,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,1992,%,4.8275
817959,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,1993,%,4.7044
817960,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,1994,%,4.8257
817961,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,1995,%,4.8173
817962,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,1996,%,4.7036
817963,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,1997,%,4.7388
817964,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,1998,%,4.6378
817965,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,1999,%,4.6395
817966,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,2000,%,4.6122
817967,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,2001,%,4.4175
817968,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,2002,%,4.4081
817969,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,2003,%,4.3619
817970,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,2004,%,4.4701
817971,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,2005,%,4.4651
817972,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,2006,%,4.5546
817973,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,2007,%,4.5346
817974,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,2008,%,4.476
817975,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,2009,%,4.2536
817976,OECD,Industrial processes and product use,Share of sector in total CO2 emissions,2010,%,4.3529
817977,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,1990,%,0.1018
817978,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,1991,%,0.1037
817979,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,1992,%,0.1051
817980,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,1993,%,0.1082
817981,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,1994,%,0.1155
817982,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,1995,%,0.1189
817983,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,1996,%,0.1189
817984,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,1997,%,0.1249
817985,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,1998,%,0.1232
817986,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,1999,%,0.1269
817987,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,2000,%,0.1284
817988,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,2001,%,0.1229
817989,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,2002,%,0.1201
817990,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,2003,%,0.1201
817991,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,2004,%,0.1243
817992,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,2005,%,0.1258
817993,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,2006,%,0.1235
817994,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,2007,%,0.1244
817995,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,2008,%,0.1245
817996,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,2009,%,0.1257
817997,OECD,Industrial processes and product use,Share of sector in total CH4 emissions,2010,%,0.1272
817998,OECD,Industrial processes and product use,Share of sector in total N2O emissions,1990,%,17.5742
817999,OECD,Industrial processes and product use,Share of sector in total N2O emissions,1991,%,17.5694
818000,OECD,Industrial processes and product use,Share of sector in total N2O emissions,1992,%,17.6439
818001,OECD,Industrial processes and product use,Share of sector in total N2O emissions,1993,%,17.1071
818002,OECD,Industrial processes and product use,Share of sector in total N2O emissions,1994,%,17.9416
818003,OECD,Industrial processes and product use,Share of sector in total N2O emissions,1995,%,18.5111
818004,OECD,Industrial processes and product use,Share of sector in total N2O emissions,1996,%,18.7811
818005,OECD,Industrial processes and product use,Share of sector in total N2O emissions,1997,%,18.7627
818006,OECD,Industrial processes and product use,Share of sector in total N2O emissions,1998,%,15.3501
818007,OECD,Industrial processes and product use,Share of sector in total N2O emissions,1999,%,12.3669
818008,OECD,Industrial processes and product use,Share of sector in total N2O emissions,2000,%,12.88
818009,OECD,Industrial processes and product use,Share of sector in total N2O emissions,2001,%,12.1801
818010,OECD,Industrial processes and product use,Share of sector in total N2O emissions,2002,%,11.5707
818011,OECD,Industrial processes and product use,Share of sector in total N2O emissions,2003,%,11.929
818012,OECD,Industrial processes and product use,Share of sector in total N2O emissions,2004,%,11.6062
818013,OECD,Industrial processes and product use,Share of sector in total N2O emissions,2005,%,11.8426
818014,OECD,Industrial processes and product use,Share of sector in total N2O emissions,2006,%,10.5965
818015,OECD,Industrial processes and product use,Share of sector in total N2O emissions,2007,%,10.4319
818016,OECD,Industrial processes and product use,Share of sector in total N2O emissions,2008,%,10.1166
818017,OECD,Industrial processes and product use,Share of sector in total N2O emissions,2009,%,9.3351
818018,OECD,Industrial processes and product use,Share of sector in total N2O emissions,2010,%,8.0455
818019,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,1990,Gigagrams,100.0
818020,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,1991,Gigagrams,100.0
818021,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,1992,Gigagrams,100.0
818022,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,1993,Gigagrams,100.0
818023,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,1994,Gigagrams,100.0
818024,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,1995,Gigagrams,100.0
818025,OECD,Industrial processes and product use,Share of sector in total F-gases emissions,1996,Gigagrams,100.0
