Country,Lat,Long,Classification
US,47.97544,-122.2725,Eutrophic
US,47.635,-122.585,Eutrophic
US,47.84,-122.58,Eutrophic
US,46.951,-124.05,Eutrophic
US,47.291,-122.449,Eutrophic
Cook Islands,-21.270464,-159.776614,eutrophic
US,29.716,-94.759,Eutrophic
US,29.7347,-95.037,Eutrophic
US,29.248,-94.969,Eutrophic
US,28.577,-96.614,Hypoxic
US,28.5,-96.4,Eutrophic
US,31.993,-81.02,Eutrophic
US,44.53,-67.858,Eutrophic
US,38.261,-75.14,Eutrophic
US,34.7,-76.917,eutrophic
US,33.14,-79.243,Eutrophic
US,33.27,-79.242,Hypoxic
US,40.666,-74.139,Eutrophic
US,30.064,-93.717,Hypoxic
US,27.69389,-97.31116,Eutrophic
US,38.17,-122.909,Eutrophic
US,38.476,-75.065,Eutrophic
US,27.928,-82.746,Eutrophic
US,28.493,-80.617,Eutrophic
US,25.55,-81.196,Eutrophic
US,30.45,-87.196,Eutrophic
US,25.69,-81.285,Eutrophic
US,28.9,-82.593,Eutrophic
US,28.123,-80.629,Eutrophic
US,29.731,-81.249,Eutrophic
US,28.899,-80.829,Eutrophic
US,30.579,-81.463,Eutrophic
US,29.933,-81.309,Eutrophic
US,25.311,-81.057,Hypoxic
US,30.267,-85.774,Eutrophic
US,25.954,-97.195,Eutrophic
US,30.365,-89.399,Eutrophic
US,30.3698,-88.8047,Eutrophic
US,30.022,-89.672,Eutrophic
US,30.402,-88.256,Eutrophic
US,39.54,-76.074,Eutrophic
US,38.076,-75.994,Eutrophic
France,49.590874,-1.257684,Eutrophic
US,38.603,-75.121,Hypoxic
Kenya,-4.028253,39.658717,Eutrophic
Tanzania,-6.156489,39.18835,Eutrophic
Tanzania,-6.80065,39.297211,Hypoxic
Argentina,-38.862433,-62.219939,Eutrophic
Argentina,-36.046314,-57.170967,Eutrophic
Oman,25.668286,56.311411,Eutrophic
Spain,36.173583,-5.433786,Eutrophic
Spain,39.336669,-0.353594,Eutrophic
Spain,40.609369,0.667864,Eutrophic
Spain,40.772808,0.750922,Eutrophic
Spain,40.649453,0.739556,Eutrophic
Spain,40.649944,0.666578,Improved
Spain,39.801053,3.120644,Eutrophic
Spain,39.544078,2.3816,Eutrophic
Canada,44.696353,-63.640811,Eutrophic
Canada,44.646586,-63.559733,Eutrophic
Canada,47.563394,-52.701406,Eutrophic
Thailand,7.9009,98.285531,Eutrophic
US,24.799022,-81.006311,Eutrophic
US,24.715936,-81.539614,Eutrophic
US,24.549794,-81.458856,Eutrophic
US,24.946192,-80.499611,Eutrophic
US,25.294911,-80.185136,Eutrophic
