,,Value,Symbol
Gross Domestic Product (GDP),Haiti,8521132072.0,X
GDP per capita,Haiti,775.972532,X
"Agriculture, value added (% GDP)",Haiti,18.266091,X
Total area of the country (excl. coastal water),Holy See,0.044,E
Total population,Holy See,0.793,X
Rural population,Holy See,0.0,X
Urban population,Holy See,0.792,X
Total area of the country (excl. coastal water),Honduras,11249.0,E
Cultivated area (arable land + permanent crops),Honduras,1590.0,X
Total population,Honduras,9429.013,X
Rural population,Honduras,4034.31,X
Urban population,Honduras,5230.757,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Honduras,0.4796,I
GDP per capita,Honduras,2493.320528,X
Total area of the country (excl. coastal water),Hungary,9303.0,E
Cultivated area (arable land + permanent crops),Hungary,4499.0,X
Total population,Hungary,9729.823,X
Rural population,Hungary,2813.212,X
Urban population,Hungary,6908.347,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Hungary,0.2089,I
GDP per capita,Hungary,14556.367247,X
Total area of the country (excl. coastal water),Iceland,10300.0,E
Cultivated area (arable land + permanent crops),Iceland,121.0,X
Total population,Iceland,334.393,X
Rural population,Iceland,20.862,X
Urban population,Iceland,314.163,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Iceland,0.0869,I
GDP per capita,Iceland,73108.083207,X
Total population,India,1338676.785,X
Rural population,India,889216.746,X
Urban population,India,449963.381,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),India,0.5629,I
GDP per capita,India,1960.222536,X
Total area of the country (excl. coastal water),Indonesia,191682.0,E
Cultivated area (arable land + permanent crops),Indonesia,51300.0,X
Total population,Indonesia,264650.963,X
Rural population,Indonesia,119696.518,X
Urban population,Indonesia,144294.861,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Indonesia,0.494,I
GDP per capita,Indonesia,3846.426581,X
Total area of the country (excl. coastal water),Iran (Islamic Republic of),174515.0,E
Total population,Iran (Islamic Republic of),80673.883,X
Rural population,Iran (Islamic Republic of),20782.6,X
Urban population,Iran (Islamic Republic of),60380.188,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Iran (Islamic Republic of),0.5146,I
Gross Domestic Product (GDP),Iran (Islamic Republic of),460976107833.0,X
GDP per capita,Iran (Islamic Republic of),5679.648509,X
"Agriculture, value added (% GDP)",Iran (Islamic Republic of),9.499745,X
Total area of the country (excl. coastal water),Iraq,43505.2,E
Cultivated area (arable land + permanent crops),Iraq,5250.0,X
Total population,Iraq,37552.781,X
Rural population,Iraq,11375.936,X
Urban population,Iraq,26898.682,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Iraq,0.5388,I
Gross Domestic Product (GDP),Iraq,190643898226.0,X
GDP per capita,Iraq,4980.948425,X
"Agriculture, value added (% GDP)",Iraq,2.92323,X
Total area of the country (excl. coastal water),Ireland,7028.0,E
Cultivated area (arable land + permanent crops),Ireland,462.0,X
Total population,Ireland,4753.279,X
Rural population,Ireland,1764.335,X
Urban population,Ireland,2997.322,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Ireland,0.1129,I
GDP per capita,Ireland,70492.921726,X
Total area of the country (excl. coastal water),Israel,2207.0,E
Cultivated area (arable land + permanent crops),Israel,483.0,X
Total population,Israel,8243.848,X
Rural population,Israel,637.763,X
Urban population,Israel,7683.807,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Israel,0.1009,I
Gross Domestic Product (GDP),Israel,353253408372.0,X
GDP per capita,Israel,42450.331893,X
Cultivated area (arable land + permanent crops),Italy,9218.27,X
Total population,Italy,60673.701,X
Rural population,Italy,17722.588,X
Urban population,Italy,41637.312,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Italy,0.0676,I
GDP per capita,Italy,33049.354269,X
Total area of the country (excl. coastal water),Jamaica,1099.0,E
Cultivated area (arable land + permanent crops),Jamaica,215.0,X
Total population,Jamaica,2920.848,X
Rural population,Jamaica,1289.697,X
Urban population,Jamaica,1600.602,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Jamaica,0.43,I
GDP per capita,Jamaica,5122.769551,X
Total area of the country (excl. coastal water),Japan,37790.0,E
Cultivated area (arable land + permanent crops),Japan,4444.0,X
Total population,Japan,127502.725,X
Rural population,Japan,10791.174,X
Urban population,Japan,116693.276,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Japan,0.1326,I
GDP per capita,Japan,38121.908661,X
Total area of the country (excl. coastal water),Jordan,8932.0,E
Cultivated area (arable land + permanent crops),Jordan,265.0,X
Total population,Jordan,9785.843,X
Rural population,Jordan,897.788,X
Urban population,Jordan,8804.565,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Jordan,0.4734,I
GDP per capita,Jordan,4195.802289,X
Total area of the country (excl. coastal water),Kazakhstan,272490.2,E
Cultivated area (arable land + permanent crops),Kazakhstan,29789.1,X
Total population,Kazakhstan,18080.019,X
Rural population,Kazakhstan,7766.771,X
Urban population,Kazakhstan,10437.728,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kazakhstan,0.2672,I
Gross Domestic Product (GDP),Kazakhstan,166805788967.0,X
GDP per capita,Kazakhstan,9162.888194,X
"Agriculture, value added (% GDP)",Kazakhstan,4.516985,X
Total area of the country (excl. coastal water),Kenya,58037.0,E
Cultivated area (arable land + permanent crops),Kenya,6330.0,X
Total population,Kenya,50221.142,X
Rural population,Kenya,36498.515,X
Urban population,Kenya,13201.347,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kenya,0.5522,I
GDP per capita,Kenya,1584.659911,X
Total area of the country (excl. coastal water),Kiribati,81.0,E
Cultivated area (arable land + permanent crops),Kiribati,34.0,X
Total population,Kiribati,114.158,X
Rural population,Kiribati,54.402,X
Urban population,Kiribati,61.996,X
GDP per capita,Kiribati,1594.344097,X
Total area of the country (excl. coastal water),Kuwait,1782.0,E
Cultivated area (arable land + permanent crops),Kuwait,15.4,X
Total population,Kuwait,4056.099,X
Rural population,Kuwait,0.0,X
Urban population,Kuwait,4136.528,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kuwait,0.3873,I
GDP per capita,Kuwait,28897.241961,X
Total area of the country (excl. coastal water),Kyrgyzstan,19994.9,E
Cultivated area (arable land + permanent crops),Kyrgyzstan,1363.8,X
Total population,Kyrgyzstan,6189.733,X
Rural population,Kyrgyzstan,3860.7,X
Urban population,Kyrgyzstan,2184.417,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Kyrgyzstan,0.3528,I
Gross Domestic Product (GDP),Kyrgyzstan,7702938395.0,X
GDP per capita,Kyrgyzstan,1274.241408,X
"Agriculture, value added (% GDP)",Kyrgyzstan,12.514579,X
Total area of the country (excl. coastal water),Lao People's Democratic Republic,23680.0,E
Cultivated area (arable land + permanent crops),Lao People's Democratic Republic,1769.0,X
Total population,Lao People's Democratic Republic,6953.035,X
Rural population,Lao People's Democratic Republic,4501.174,X
Urban population,Lao People's Democratic Republic,2356.986,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Lao People's Democratic Republic,0.534,I
GDP per capita,Lao People's Democratic Republic,2457.379901,X
"Agriculture, value added (% GDP)",Lao People's Democratic Republic,16.199682,X
Cultivated area (arable land + permanent crops),Latvia,1298.0,X
Total population,Latvia,1951.097,X
Rural population,Latvia,622.436,X
Urban population,Latvia,1327.234,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Latvia,0.1666,I
GDP per capita,Latvia,15527.246924,X
Total area of the country (excl. coastal water),Lebanon,1045.0,E
Cultivated area (arable land + permanent crops),Lebanon,258.0,X
Total population,Lebanon,6819.373,X
Rural population,Lebanon,703.805,X
Urban population,Lebanon,5378.552,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Lebanon,0.3848,I
GDP per capita,Lebanon,8778.471832,X
Total area of the country (excl. coastal water),Lesotho,3036.0,E
Cultivated area (arable land + permanent crops),Lesotho,418.0,X
Total population,Lesotho,2091.534,X
Rural population,Lesotho,1614.034,X
Urban population,Lesotho,619.305,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Lesotho,0.5406,I
GDP per capita,Lesotho,1154.64483,X
Total area of the country (excl. coastal water),Liberia,11137.0,E
Cultivated area (arable land + permanent crops),Liberia,700.0,X
Total population,Liberia,4702.226,X
Rural population,Liberia,2332.953,X
Urban population,Liberia,2398.953,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Liberia,0.6512,I
GDP per capita,Liberia,453.383621,X
Total area of the country (excl. coastal water),Libya,175954.0,E
Cultivated area (arable land + permanent crops),Libya,2050.0,X
Total population,Libya,6580.724,X
Rural population,Libya,1286.565,X
Urban population,Libya,5088.051,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Libya,0.134,I
GDP per capita,Libya,3940.67063,X
"Agriculture, value added (% GDP)",Libya,0.821376,X
Total area of the country (excl. coastal water),Liechtenstein,16.0,E
Total population,Liechtenstein,37.8,X
Rural population,Liechtenstein,32.493,X
Urban population,Liechtenstein,5.429,X
GDP per capita,Liechtenstein,172799.804725,X
Total area of the country (excl. coastal water),Lithuania,6528.6,E
Cultivated area (arable land + permanent crops),Lithuania,2139.2,X
Total population,Lithuania,2845.414,X
Rural population,Lithuania,938.898,X
Urban population,Lithuania,1951.399,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Lithuania,0.1247,I
GDP per capita,Lithuania,16521.107737,X
Total area of the country (excl. coastal water),Luxembourg,259.0,E
Cultivated area (arable land + permanent crops),Luxembourg,63.592,X
Total population,Luxembourg,591.91,X
Rural population,Luxembourg,54.103,X
Urban population,Luxembourg,529.352,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Luxembourg,0.0999,I
Gross Domestic Product (GDP),Luxembourg,64181944723.0,X
GDP per capita,Luxembourg,110003.247419,X
"Agriculture, value added (% GDP)",Luxembourg,0.244585,X
Total area of the country (excl. coastal water),Madagascar,58729.5,E
Cultivated area (arable land + permanent crops),Madagascar,3600.0,X
Total population,Madagascar,25570.512,X
Rural population,Madagascar,16231.87,X
Urban population,Madagascar,9339.025,X
Gross Domestic Product (GDP),Madagascar,13176313594.0,X
GDP per capita,Madagascar,515.285585,X
"Agriculture, value added (% GDP)",Madagascar,24.550138,X
Total area of the country (excl. coastal water),Malawi,11848.0,E
Cultivated area (arable land + permanent crops),Malawi,3800.0,X
Total population,Malawi,17670.196,X
Rural population,Malawi,15509.514,X
Urban population,Malawi,3112.59,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Malawi,0.6111,I
GDP per capita,Malawi,340.870048,X
Total area of the country (excl. coastal water),Malaysia,33080.0,E
Cultivated area (arable land + permanent crops),Malaysia,8286.0,X
Total population,Malaysia,31104.646,X
Rural population,Malaysia,7764.814,X
Urban population,Malaysia,23859.45,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Malaysia,0.209,I
GDP per capita,Malaysia,10085.77479,X
Total area of the country (excl. coastal water),Maldives,30.0,E
Total population,Maldives,496.402,X
Rural population,Maldives,264.503,X
Urban population,Maldives,171.827,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Maldives,0.2427,I
GDP per capita,Maldives,10854.169233,X
Total area of the country (excl. coastal water),Mali,124019.0,E
Cultivated area (arable land + permanent crops),Mali,6561.0,X
Total population,Mali,18512.43,X
Rural population,Mali,10833.712,X
Urban population,Mali,7708.268,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Mali,0.6767,I
GDP per capita,Mali,829.238323,X
Total area of the country (excl. coastal water),Malta,32.0,E
Cultivated area (arable land + permanent crops),Malta,10.38,X
Total population,Malta,437.933,X
Rural population,Malta,23.498,X
Urban population,Malta,407.337,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Malta,0.2266,I
GDP per capita,Malta,29664.307806,X
Total area of the country (excl. coastal water),Marshall Islands,18.0,E
Cultivated area (arable land + permanent crops),Marshall Islands,8.5,X
Total population,Marshall Islands,58.058,X
Rural population,Marshall Islands,12.413,X
Urban population,Marshall Islands,40.714,X
Gross Domestic Product (GDP),Marshall Islands,207749821.0,X
GDP per capita,Marshall Islands,3910.437649,X
"Agriculture, value added (% GDP)",Marshall Islands,16.556998,X
Total area of the country (excl. coastal water),Mauritania,103070.0,E
Cultivated area (arable land + permanent crops),Mauritania,411.0,X
Total population,Mauritania,4282.57,X
Rural population,Mauritania,2085.278,X
Urban population,Mauritania,2334.906,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Mauritania,0.6105,I
GDP per capita,Mauritania,1597.806534,X
Total area of the country (excl. coastal water),Mauritius,204.0,E
Cultivated area (arable land + permanent crops),Mauritius,79.0,X
Total population,Mauritius,1264.499,X
Rural population,Mauritius,748.44,X
Urban population,Mauritius,516.698,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Mauritius,0.4188,I
Gross Domestic Product (GDP),Mauritius,13259348214.0,X
GDP per capita,Mauritius,10480.55486,X
"Agriculture, value added (% GDP)",Mauritius,3.095794,X
Total area of the country (excl. coastal water),Mexico,196438.0,E
Total population,Mexico,124777.324,X
Rural population,Mexico,26004.525,X
Urban population,Mexico,103158.751,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Mexico,0.3728,I
GDP per capita,Mexico,8967.170167,X
Total area of the country (excl. coastal water),Micronesia (Federated States of),70.0,E
Cultivated area (arable land + permanent crops),Micronesia (Federated States of),19.0,X
Total population,Micronesia (Federated States of),111.459,X
Rural population,Micronesia (Federated States of),81.683,X
Urban population,Micronesia (Federated States of),23.861,X
GDP per capita,Micronesia (Federated States of),3435.533995,X
Total area of the country (excl. coastal water),Monaco,0.2027,E
Total population,Monaco,38.392,X
Rural population,Monaco,0.0,X
Urban population,Monaco,38.695,X
GDP per capita,Monaco,166204.288349,X
Total area of the country (excl. coastal water),Mongolia,156411.62,E
Cultivated area (arable land + permanent crops),Mongolia,1327.71,X
Total population,Mongolia,3113.786,X
Rural population,Mongolia,973.037,X
Urban population,Mongolia,2102.61,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Mongolia,0.3254,I
GDP per capita,Mongolia,3717.473332,X
Total area of the country (excl. coastal water),Montenegro,1381.0,E
Cultivated area (arable land + permanent crops),Montenegro,14.6,X
Total population,Montenegro,627.563,X
Rural population,Montenegro,210.847,X
Urban population,Montenegro,418.113,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Montenegro,0.1711,I
Gross Domestic Product (GDP),Montenegro,4856612346.0,X
GDP per capita,Montenegro,7721.655345,X
"Agriculture, value added (% GDP)",Montenegro,6.853876,X
Total area of the country (excl. coastal water),Morocco,44655.0,E
Total population,Morocco,35581.255,X
Rural population,Morocco,13613.878,X
Urban population,Morocco,22125.702,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Morocco,0.5249,I
GDP per capita,Morocco,3069.826908,X
Total area of the country (excl. coastal water),Mozambique,79938.0,E
Cultivated area (arable land + permanent crops),Mozambique,5950.0,X
Total population,Mozambique,28649.018,X
Rural population,Mozambique,19149.788,X
Urban population,Mozambique,10519.046,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Mozambique,0.5907,I
Gross Domestic Product (GDP),Mozambique,13219079580.0,X
GDP per capita,Mozambique,445.554402,X
"Agriculture, value added (% GDP)",Mozambique,25.043681,X
Total area of the country (excl. coastal water),Myanmar,67663.0,E
Cultivated area (arable land + permanent crops),Myanmar,12571.6,X
Total population,Myanmar,53382.523,X
Rural population,Myanmar,37187.526,X
Urban population,Myanmar,16183.083,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Myanmar,0.4134,I
GDP per capita,Myanmar,1245.826398,X
Total area of the country (excl. coastal water),Namibia,82429.0,E
Cultivated area (arable land + permanent crops),Namibia,810.0,X
Total population,Namibia,2402.633,X
Rural population,Namibia,1292.108,X
Urban population,Namibia,1241.686,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Namibia,0.401,I
GDP per capita,Namibia,5354.102245,X
Total area of the country (excl. coastal water),Nauru,2.0,E
Cultivated area (arable land + permanent crops),Nauru,0.4,X
Total population,Nauru,10.573,X
Rural population,Nauru,0.0,X
Urban population,Nauru,11.359,X
GDP per capita,Nauru,11778.667437,X
"Agriculture, value added (% GDP)",Nauru,2.378466,X
Total area of the country (excl. coastal water),Nepal,14718.0,E
Cultivated area (arable land + permanent crops),Nepal,2325.7,X
Total population,Nepal,27632.681,X
Rural population,Nepal,23638.57,X
Urban population,Nepal,5666.428,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Nepal,0.4886,I
GDP per capita,Nepal,873.142986,X
Total area of the country (excl. coastal water),Netherlands,3739.0,E
Cultivated area (arable land + permanent crops),Netherlands,1075.0,X
Total population,Netherlands,17021.347,X
Rural population,Netherlands,1520.119,X
Urban population,Netherlands,15515.819,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Netherlands,0.0624,I
Gross Domestic Product (GDP),Netherlands,833869641687.0,X
GDP per capita,Netherlands,48947.679998,X
"Agriculture, value added (% GDP)",Netherlands,1.855595,X
Total area of the country (excl. coastal water),New Zealand,26771.0,E
Cultivated area (arable land + permanent crops),New Zealand,558.0,X
Total population,New Zealand,4702.034,X
Rural population,New Zealand,636.894,X
Urban population,New Zealand,4068.924,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),New Zealand,0.1572,I
Gross Domestic Product (GDP),New Zealand,205415864858.0,X
GDP per capita,New Zealand,43651.468216,X
"Agriculture, value added (% GDP)",New Zealand,5.814862,X
Total area of the country (excl. coastal water),Nicaragua,13037.0,E
Cultivated area (arable land + permanent crops),Nicaragua,1790.0,X
Total population,Nicaragua,6384.846,X
Rural population,Nicaragua,2592.801,X
Urban population,Nicaragua,3624.78,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Nicaragua,0.4485,I
GDP per capita,Nicaragua,2226.522932,X
Total area of the country (excl. coastal water),Niger,126700.0,E
Cultivated area (arable land + permanent crops),Niger,17818.0,X
Total population,Niger,21602.382,X
Rural population,Niger,17965.903,X
Urban population,Niger,3511.445,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Niger,0.7132,I
Gross Domestic Product (GDP),Niger,11170054787.0,X
GDP per capita,Niger,520.085384,X
"Agriculture, value added (% GDP)",Niger,36.006794,X
Total area of the country (excl. coastal water),Nigeria,92377.0,E
Cultivated area (arable land + permanent crops),Nigeria,40500.0,X
Total population,Nigeria,190873.244,X
Rural population,Nigeria,96361.295,X
Urban population,Nigeria,94525.016,X
Gross Domestic Product (GDP),Nigeria,375769719405.0,X
GDP per capita,Nigeria,1968.552472,X
"Agriculture, value added (% GDP)",Nigeria,20.845226,X
Total area of the country (excl. coastal water),Niue,26.0,E
Cultivated area (arable land + permanent crops),Niue,4.0,X
Total population,Niue,1.609,X
Rural population,Niue,0.905,X
Urban population,Niue,0.713,X
Total area of the country (excl. coastal water),North Macedonia,2571.0,E
Cultivated area (arable land + permanent crops),North Macedonia,457.0,X
Total population,North Macedonia,2081.996,X
Rural population,North Macedonia,880.172,X
Urban population,North Macedonia,1202.988,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),North Macedonia,0.1636,I
GDP per capita,North Macedonia,5427.843757,X
Total area of the country (excl. coastal water),Norway,38520.311,E
Cultivated area (arable land + permanent crops),Norway,804.506,X
Total population,Norway,5296.326,X
Rural population,Norway,961.814,X
Urban population,Norway,4343.569,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Norway,0.0674,I
Gross Domestic Product (GDP),Norway,398393955269.0,X
GDP per capita,Norway,75092.402428,X
"Agriculture, value added (% GDP)",Norway,1.976463,X
Total area of the country (excl. coastal water),Oman,30950.0,E
Cultivated area (arable land + permanent crops),Oman,100.92,X
Total population,Oman,4665.928,X
Rural population,Oman,762.22,X
Urban population,Oman,3874.042,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Oman,0.2753,I
GDP per capita,Oman,17099.281186,X
Total area of the country (excl. coastal water),Pakistan,79610.0,E
Cultivated area (arable land + permanent crops),Pakistan,32003.0,X
Total population,Pakistan,207906.209,X
Rural population,Pakistan,125220.255,X
Urban population,Pakistan,71795.7,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Pakistan,0.5359,I
GDP per capita,Pakistan,1538.413187,X
Total area of the country (excl. coastal water),Palau,46.0,E
Cultivated area (arable land + permanent crops),Palau,2.3,X
Total population,Palau,17.808,X
Rural population,Palau,4.484,X
Urban population,Palau,17.245,X
GDP per capita,Palau,13176.940954,X
Total area of the country (excl. coastal water),Panama,7520.0,E
Cultivated area (arable land + permanent crops),Panama,750.0,X
Total population,Panama,4106.769,X
Rural population,Panama,1337.579,X
Urban population,Panama,2761.008,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Panama,0.4539,I
GDP per capita,Panama,15196.39734,X
Total area of the country (excl. coastal water),Papua New Guinea,46284.0,E
Cultivated area (arable land + permanent crops),Papua New Guinea,1000.0,X
Total population,Papua New Guinea,8438.036,X
Rural population,Papua New Guinea,7170.073,X
Urban population,Papua New Guinea,1081.089,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Papua New Guinea,0.6113,I
GDP per capita,Papua New Guinea,2667.000159,X
Total area of the country (excl. coastal water),Paraguay,40675.2,E
Cultivated area (arable land + permanent crops),Paraguay,4738.0,X
Total population,Paraguay,6867.061,X
Rural population,Paraguay,2635.972,X
Urban population,Paraguay,4175.325,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Paraguay,0.4718,I
Gross Domestic Product (GDP),Paraguay,39008900667.0,X
GDP per capita,Paraguay,5727.088492,X
"Agriculture, value added (% GDP)",Paraguay,10.28106,X
Total area of the country (excl. coastal water),Peru,128522.0,E
Total population,Peru,31444.298,X
Rural population,Peru,7166.47,X
Urban population,Peru,24999.015,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Peru,0.4059,I
GDP per capita,Peru,6550.996247,X
Total area of the country (excl. coastal water),Philippines,30000.0,E
Cultivated area (arable land + permanent crops),Philippines,10940.0,X
Total population,Philippines,105172.925,X
Rural population,Philippines,55939.801,X
Urban population,Philippines,48978.289,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Philippines,0.4196,I
Gross Domestic Product (GDP),Philippines,313619624581.0,X
GDP per capita,Philippines,2989.185417,X
"Agriculture, value added (% GDP)",Philippines,9.663523,X
Total area of the country (excl. coastal water),Poland,31270.0,E
Cultivated area (arable land + permanent crops),Poland,11291.0,X
Total population,Poland,37953.18,X
Rural population,Poland,15228.329,X
Urban population,Poland,22942.383,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Poland,0.1378,I
GDP per capita,Poland,13790.05371,X
Total area of the country (excl. coastal water),Portugal,9222.56,E
Cultivated area (arable land + permanent crops),Portugal,1711.9545,X
Total population,Portugal,10288.527,X
Rural population,Portugal,3651.305,X
Urban population,Portugal,6678.201,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Portugal,0.111,I
Gross Domestic Product (GDP),Portugal,221357874719.0,X
GDP per capita,Portugal,21429.667084,X
"Agriculture, value added (% GDP)",Portugal,2.095869,X
Total area of the country (excl. coastal water),Puerto Rico,887.0,E
Cultivated area (arable land + permanent crops),Puerto Rico,69.6,X
Total population,Puerto Rico,3163.667,X
Rural population,Puerto Rico,234.919,X
Urban population,Puerto Rico,3428.212,X
GDP per capita,Puerto Rico,28459.315269,X
Total area of the country (excl. coastal water),Qatar,1149.0,E
Cultivated area (arable land + permanent crops),Qatar,17.0,X
Total population,Qatar,2724.728,X
Rural population,Qatar,24.338,X
Urban population,Qatar,2614.873,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Qatar,0.5241,I
Gross Domestic Product (GDP),Qatar,166928689894.0,X
GDP per capita,Qatar,63249.46732,X
"Agriculture, value added (% GDP)",Qatar,0.185731,X
Total area of the country (excl. coastal water),Republic of Korea,10031.0,E
Cultivated area (arable land + permanent crops),Republic of Korea,1620.7,X
Total population,Republic of Korea,51096.415,X
Rural population,Republic of Korea,9429.948,X
Urban population,Republic of Korea,41552.264,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Republic of Korea,0.1247,I
Gross Domestic Product (GDP),Republic of Korea,1623901466309.0,X
GDP per capita,Republic of Korea,31852.31481,X
"Agriculture, value added (% GDP)",Republic of Korea,1.850756,X
Total area of the country (excl. coastal water),Republic of Moldova,3385.0,E
Cultivated area (arable land + permanent crops),Republic of Moldova,1975.0,X
Total population,Republic of Moldova,4059.684,X
Rural population,Republic of Moldova,2327.145,X
Urban population,Republic of Moldova,1724.067,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Republic of Moldova,0.2482,I
GDP per capita,Republic of Moldova,2386.876265,X
"Agriculture, value added (% GDP)",Republic of Moldova,11.472258,X
Total area of the country (excl. coastal water),Republic of Serbia,8836.0,E
Cultivated area (arable land + permanent crops),Republic of Serbia,2803.0,X
Total population,Republic of Serbia,8829.628,X
Rural population,Republic of Serbia,3872.979,X
Urban population,Republic of Serbia,4917.595,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Republic of Serbia,0.1756,I
GDP per capita,Republic of Serbia,6271.824095,X
Total area of the country (excl. coastal water),Romania,23840.0,E
Cultivated area (arable land + permanent crops),Romania,8958.0,X
Total population,Romania,19653.969,X
Rural population,Romania,9065.003,X
Urban population,Romania,10614.303,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Romania,0.333,I
Gross Domestic Product (GDP),Romania,211695857898.0,X
GDP per capita,Romania,10757.282696,X
"Agriculture, value added (% GDP)",Romania,4.313298,X
Total area of the country (excl. coastal water),Russian Federation,1709825.0,E
Cultivated area (arable land + permanent crops),Russian Federation,123442.0,X
Total population,Russian Federation,145530.082,X
Rural population,Russian Federation,37017.128,X
Urban population,Russian Federation,106972.626,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Russian Federation,0.2758,I
GDP per capita,Russian Federation,10983.02208,X
Total area of the country (excl. coastal water),Rwanda,2634.0,E
Cultivated area (arable land + permanent crops),Rwanda,1401.7,X
Total population,Rwanda,11980.961,X
Rural population,Rwanda,10117.663,X
Urban population,Rwanda,2090.744,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Rwanda,0.4005,I
GDP per capita,Rwanda,748.350053,X
Total area of the country (excl. coastal water),Saint Kitts and Nevis,26.0,E
Cultivated area (arable land + permanent crops),Saint Kitts and Nevis,5.1,X
Total population,Saint Kitts and Nevis,52.045,X
Rural population,Saint Kitts and Nevis,38.314,X
Urban population,Saint Kitts and Nevis,17.031,X
Gross Domestic Product (GDP),Saint Kitts and Nevis,996944444.0,X
GDP per capita,Saint Kitts and Nevis,18013.270294,X
"Agriculture, value added (% GDP)",Saint Kitts and Nevis,1.109316,X
Total area of the country (excl. coastal water),Saint Lucia,62.0,E
Cultivated area (arable land + permanent crops),Saint Lucia,10.0,X
Total population,Saint Lucia,180.954,X
Rural population,Saint Lucia,145.557,X
Urban population,Saint Lucia,33.287,X
GDP per capita,Saint Lucia,10158.175451,X
Total area of the country (excl. coastal water),Saint Vincent and the Grenadines,39.0,E
Cultivated area (arable land + permanent crops),Saint Vincent and the Grenadines,5.0,X
Total population,Saint Vincent and the Grenadines,109.827,X
Rural population,Saint Vincent and the Grenadines,52.988,X
Urban population,Saint Vincent and the Grenadines,56.909,X
Gross Domestic Product (GDP),Saint Vincent and the Grenadines,792177778.0,X
GDP per capita,Saint Vincent and the Grenadines,7208.365813,X
"Agriculture, value added (% GDP)",Saint Vincent and the Grenadines,6.933535,X
Total area of the country (excl. coastal water),Samoa,284.0,E
Cultivated area (arable land + permanent crops),Samoa,63.6,X
Total population,Samoa,195.352,X
Rural population,Samoa,160.194,X
Urban population,Samoa,36.246,X
Gender Inequality Index (GII) [equality = 0; inequality = 1),Samoa,0.4571,I
GDP per capita,Samoa,4197.37637,X
Total area of the country (excl. coastal water),San Marino,6.0,E
